iteration,seed,final_objective_value,n_iter_opt,x0,x1,x2,x3
0,0,4.040100000004039,501,999999.9999999967,1e-08,0.08199452929635243,0.9364819447867093
1,1,4.040100000004039,501,999999.9999999906,1.0000000000000042e-08,0.3810476564504135,0.9994517287310932
2,2,4.040100000004039,501,999999.9999999807,1.0000000000000002e-08,0.8908798030476307,0.846811041422926
3,3,9.898172486073066e-11,257,1000000.0000058402,2.0000080544095774e-06,0.9881176109665296,-0.4494098168427478
4,4,1000000000004.02,501,1.0025459920792817e-08,0.0004090576282307601,-0.7633464002753517,-0.44943287758946565
5,5,4.040100000004039,501,999999.999999976,1.000000000000011e-08,0.8412115539478294,0.9749090304811102
6,6,9.302869245394411e-11,120,999999.99999152,1.999995404628814e-06,0.1339462867438681,-0.15263947333797226
7,7,2.061864009825411e-11,115,1000000.0000044617,2.0000008435390383e-06,0.01476496633977914,-0.2891570581657891
8,8,4.040100000004039,501,999999.9999999749,1.0000000000000176e-08,0.9193400817254479,0.6348166088321676
9,9,1000000000004.02,501,1.0050915851969635e-08,1.0000045399282174e-08,-0.6991560183030909,-0.9399320665919535
10,10,1000000000004.02,501,1.0020317271480822e-08,0.0005486967030781907,-0.6664511841280161,-0.9971898660004006
11,11,1000000000004.02,501,1.0024843542474899e-08,0.00022319421136933072,-0.6193099189374074,-0.9920466469356843
12,12,5.989617516175517e-11,181,999999.9999994526,2.000007719880951e-06,0.12766688992212777,-0.34765960915551075
13,13,1.3473441162514316e-11,137,999999.9999981979,1.9999968022162974e-06,0.8140217430428353,-0.19051660019217712
14,14,4.22054315809427e-11,140,999999.9999939338,2.000002325311702e-06,0.998812615644813,-0.27537903164306216
15,15,1000000000004.02,501,1.0057253199436885e-08,0.00014438580183761908,-0.9810125486535377,0.9999622559960448
16,16,1.061482872939333e-11,119,1000000.0000013598,1.9999970393142766e-06,0.9561713054971898,-0.6026183104903913
17,17,6.23571464296289e-11,100,999999.9999933703,2.000004289971866e-06,0.15378714107479,-0.06392535002107737
18,18,3.960099999997762,501,1000000.0000000342,1.0000000001557214e-08,0.9999999971941073,-0.9999999999999323
19,19,3.0714667872551846e-11,106,999999.9999969809,2.0000046475443922e-06,0.35063558882850937,-0.7237356516266148
20,20,7.499216233333685e-11,279,999999.9999950996,1.9999928600956608e-06,0.8805546353407284,-0.992495999656191
21,21,9705120.90140881,501,1003114.4977852281,6.866946436996454e-05,0.3616202360878056,0.992202034471404
22,22,3.828155368755086e-11,241,1000000.0000000867,1.9999938133988456e-06,0.33306022025525023,-0.4537546418170031
23,23,8.773907622953981e-11,195,1000000.0000052493,2.0000077578307805e-06,0.09202993818056067,-0.9478486923163871
