iteration,seed,final_objective_value,n_iter_opt,x0,x1
37,37,2.5080888992437267e-11,112,999999.9999989652,-2.000004900006688e-06
38,38,2.1595389868932912e-11,107,999999.9999993824,-1.999995394137499e-06
39,39,4.497618611032928e-11,96,999999.9999956848,-2.000005133771594e-06
40,40,6.237398587191907e-11,110,1000000.0000039594,-2.00000683352159e-06
41,41,7.786371406770258e-11,115,1000000.0000061477,-2.000006330073543e-06
42,42,4.970384312070216e-11,119,999999.999993333,-2.000002292413805e-06
43,43,5.776526056051181e-11,109,1000000.0000031207,-2.0000069300881218e-06
44,44,7.741479468414956e-12,107,1000000.0000020819,-1.9999981540926986e-06
45,45,8.676788054872082e-12,115,1000000.0000022743,-2.0000018719982004e-06
46,46,5.3790008641501824e-11,112,1000000.0000030595,-1.9999933344555954e-06
47,47,3.9784385252586704e-11,113,1000000.0000039471,-2.000004919859063e-06
48,48,3.859994092610417e-11,123,999999.999994417,-1.9999972742932347e-06
49,49,7.221076574626147e-11,110,1000000.000004847,-1.9999930201749225e-06
50,50,3.178710485500887e-11,112,1000000.0000050024,-1.9999973993294127e-06
51,51,6.641231375648437e-11,114,1000000.0000063849,-1.9999949358804474e-06
52,52,7.327535737002262e-11,108,999999.9999915537,-1.999998608723514e-06
53,53,7.860257019649256e-11,118,999999.9999964578,-1.9999918725469034e-06
54,54,7.795801117123499e-11,115,1000000.0000049247,-2.0000073283712887e-06
55,55,3.543164373572353e-11,119,999999.9999953822,-1.99999624406238e-06
56,56,1.1141092425882359e-12,108,1000000.000000405,-1.999999025280241e-06
57,57,3.410572215932403e-11,119,999999.9999966869,-2.000004809302983e-06
58,58,6.209978702087815e-11,103,999999.9999937625,-2.0000048159204683e-06
59,59,1.6218749380780806e-11,110,1000000.0000039961,-1.999999499836774e-06
60,60,9.922881075729379e-11,108,1000000.0000060782,-1.9999921079173106e-06
61,61,4.258577734500878e-11,105,999999.9999969528,-2.0000057706668837e-06
62,62,4.784367070547073e-11,116,1000000.0000056362,-1.9999959904524236e-06
63,63,2.1051580512081495e-11,114,1000000.0000008058,-2.0000045168804533e-06
64,64,6.641669087560143e-11,108,1000000.0000069779,-2.000004210107482e-06
65,65,9.994185498846491e-11,106,999999.9999978691,-1.9999902326471544e-06
66,66,9.916689465773859e-11,113,1000000.0000071211,-1.9999930389175906e-06
67,67,3.3703130725369776e-11,112,1000000.0000057959,-1.9999996664973817e-06
68,68,2.3425389156646993e-11,119,1000000.0000023887,-1.9999957905561496e-06
69,69,7.959207057977464e-12,116,1000000.0000027895,-2.0000004214818534e-06
70,70,8.044453665198087e-11,108,999999.9999911692,-1.999998431101957e-06
71,71,9.540711595652784e-12,110,1000000.0000002537,-2.0000030783697822e-06
72,72,6.793344537626349e-13,125,1000000.000000135,-2.000000813079168e-06
73,73,3.2631078190319777e-12,111,999999.9999981963,-1.9999999018534576e-06
74,74,5.058034932560649e-11,120,1000000.0000063112,-2.0000032785240844e-06
75,75,6.523462023615173e-12,110,999999.9999988589,-2.0000022850287598e-06
76,76,8.690473741264447e-11,121,999999.9999967893,-2.0000087519159785e-06
77,77,4.634107173543366e-13,105,1000000.0000004991,-1.999999537033158e-06
78,78,6.403182706364458e-11,114,1000000.0000019878,-1.999992248834077e-06
79,79,8.509937900063083e-11,119,1000000.0000067815,-2.000006253790927e-06
80,80,3.3586871527643e-12,102,1000000.0000009368,-1.9999984248460776e-06
81,81,2.6392193335406983e-11,107,1000000.0000027772,-2.000004321953693e-06
82,82,7.119346781554992e-11,117,1000000.0000029287,-1.9999920869405634e-06
83,83,7.399470953249689e-13,111,999999.9999995338,-2.000000722886968e-06
84,84,6.710047019375201e-11,121,1000000.0000030963,-1.9999924162343875e-06
85,85,3.43499167791214e-11,102,999999.9999958404,-2.00000412885153e-06
86,86,6.920246702667597e-11,107,1000000.000006708,-2.000004919909579e-06
87,87,7.636401248233822e-11,120,1000000.0000086303,-1.999998628357168e-06
88,88,3.588183674219022e-11,112,999999.9999958199,-2.0000042905085705e-06
89,89,3.562769509071738e-11,126,999999.9999946295,-2.0000026049540416e-06
90,90,9.681393137908064e-11,121,1000000.0000096161,-2.000002084162475e-06
91,91,8.709795803088674e-11,106,999999.9999995173,-2.000009320140415e-06
92,92,3.6960092660128485e-11,122,999999.9999943965,-1.9999976419427105e-06
93,93,6.475614267017668e-11,113,1000000.0000079473,-1.99999873658726e-06
94,94,1.1435264717581124e-11,113,999999.9999978894,-1.9999973579234022e-06
95,95,4.541338823059987e-11,105,999999.9999990879,-1.999993323068681e-06
96,96,3.2500502316571e-11,118,1000000.0000056322,-1.999999117307268e-06
97,97,4.098018830540498e-11,99,1000000.0000039757,-2.0000050173619327e-06
98,98,9.247557372339309e-12,112,1000000.0000021433,-2.0000021572453685e-06
99,99,2.986741532044899e-11,115,999999.9999957504,-1.99999656371639e-06
100,100,7.843204671545419e-12,109,1000000.000002221,-2.00000170601145e-06
101,101,9.399931600700723e-11,106,999999.9999959099,-2.000008790349709e-06
102,102,6.270356038214566e-11,112,999999.9999929813,-2.0000036663057483e-06
103,103,4.0657788171195685e-11,103,1000000.0000030512,-1.999994401093242e-06
104,104,2.8692358819231282e-11,127,1000000.000001137,-2.0000052344532974e-06
105,105,2.4702119903482884e-11,123,999999.9999952022,-1.9999987027052943e-06
106,106,2.5436650666994828e-11,103,999999.9999952962,-1.9999981803164707e-06
107,107,7.89918231567896e-11,107,999999.9999947154,-1.999992854013143e-06
108,108,7.900683072553451e-11,106,1000000.0000088308,-1.9999989881569773e-06
109,109,7.691687762494098e-13,117,999999.9999997955,-2.0000008528377093e-06
110,110,9.604750858361131e-11,103,999999.9999939547,-1.9999922862919313e-06
111,111,9.83053646821568e-11,106,999999.9999901426,-1.999998933250421e-06
112,112,1.295136449280132e-12,106,1000000.0000009122,-2.0000006804186586e-06
113,113,4.038282124272687e-11,101,999999.999997194,-1.999994298302522e-06
114,114,9.80041430231398e-11,114,999999.9999950345,-1.999991435646383e-06
115,115,7.169374116291128e-12,109,999999.9999973291,-1.9999998113841745e-06
116,116,1.4743715691573862e-11,110,1000000.0000036854,-1.999998922106495e-06
117,117,9.702062333489521e-11,107,1000000.0000093501,-2.000003097674551e-06
118,118,7.309503470083058e-11,114,999999.9999914555,-1.9999997068449436e-06
119,119,4.18940793595277e-11,108,999999.999995513,-2.000004664872156e-06
120,120,9.760951763813837e-11,113,1000000.0000040125,-2.0000090282513054e-06
121,121,2.5246998634362817e-11,113,1000000.0000049,-1.9999988879501895e-06
122,122,1.7139698574082792e-11,120,1000000.0000030758,-1.999997228875621e-06
123,123,7.920328392753168e-11,113,999999.9999971286,-2.000008423688925e-06
124,124,4.4889038660868e-11,101,1000000.0000032312,-2.000005869255181e-06
125,125,1.9215951625116912e-13,99,999999.9999997424,-2.0000003546662593e-06
126,126,2.7584579805597483e-11,108,999999.9999999631,-2.000005251972839e-06
127,127,9.414781058035334e-13,112,999999.9999995992,-2.0000008836427394e-06
128,128,6.405116000901186e-11,114,999999.9999984661,-1.99999214517355e-06
129,129,7.1934835090106175e-12,106,999999.9999973209,-1.9999998731592237e-06
130,130,2.6806638272509063e-11,114,999999.999995967,-1.999996753203036e-06
131,131,3.8530138363353324e-11,118,1000000.0000062007,-1.9999997155739824e-06
132,132,4.881301507574461e-12,117,999999.9999989488,-2.000001943250992e-06
133,133,7.8844002184324e-11,108,1000000.0000079024,-1.9999959507547875e-06
134,134,4.484459412145211e-11,103,1000000.0000048142,-1.9999953451332453e-06
135,135,1.6808432582779998e-11,116,1000000.0000023069,-2.000003389200232e-06
136,136,4.771426785927172e-11,113,1000000.000000315,-2.000006900363878e-06
137,137,1.768463338305875e-11,127,999999.9999963271,-1.9999979519804976e-06
138,138,3.140898801018614e-11,120,999999.9999992597,-2.000005555266198e-06
139,139,3.6436016472902045e-11,119,999999.9999991002,-1.9999940312143865e-06
140,140,1.2675735696649787e-11,107,1000000.0000035503,-2.0000002664085526e-06
141,141,7.525602988019766e-11,118,1000000.0000013456,-1.9999914299757096e-06
142,142,1.3708419727007873e-11,116,1000000.0000030512,-2.0000020972111266e-06
143,143,6.369337869673789e-11,106,1000000.000003722,-2.0000070597281313e-06
144,144,9.513788692406544e-11,107,1000000.0000062744,-2.000007467874185e-06
145,145,7.27648202114083e-11,104,999999.9999949363,-1.9999931353478786e-06
146,146,1.483820980626524e-11,118,1000000.0000037549,-2.000000859781861e-06
147,147,5.4269063547780146e-11,106,999999.9999988261,-1.999992727386109e-06
148,148,7.0540382654361215e-12,110,999999.99999755,-2.000001025544792e-06
149,149,8.133847315412265e-11,109,999999.9999988589,-1.9999910536981775e-06
150,150,8.404981173058458e-11,108,999999.9999938278,-1.999993221113963e-06
151,151,7.43203304710235e-11,109,1000000.0000015256,-1.9999915151395213e-06
152,152,4.370431011364764e-11,107,1000000.000003628,-1.999994473496122e-06
153,153,6.865991423283103e-12,117,1000000.0000024379,-2.000000960652677e-06
154,154,6.581265495051783e-11,103,1000000.0000055217,-2.0000059433497776e-06
155,155,1.2586956521418465e-11,109,1000000.0000035013,-2.0000005725349414e-06
156,156,6.905324066199105e-12,115,999999.9999983966,-2.000002081942269e-06
157,157,9.848806615576462e-11,108,1000000.0000063563,-1.9999923785822792e-06
158,158,4.1853248098906274e-11,123,999999.9999950181,-2.000004127254425e-06
159,159,8.826225308388392e-11,100,999999.9999916519,-1.9999956906355256e-06
160,160,7.884059189649315e-11,111,1000000.0000047324,-1.9999924870024973e-06
161,161,8.366087593179467e-11,124,999999.9999971205,-1.999991318464092e-06
162,162,9.276326916483256e-11,106,999999.9999942124,-2.000007698524256e-06
163,163,8.761386609519285e-11,107,1000000.0000086467,-2.0000035843396397e-06
164,164,6.985697065090549e-11,120,1000000.0000083522,-1.9999996878336233e-06
165,165,4.026874725385329e-12,96,1000000.0000020001,-1.9999998376749265e-06
166,166,3.093309579557674e-11,113,999999.9999945969,-2.0000013190835426e-06
167,167,8.428481798950287e-11,117,999999.9999984415,-1.999990952570021e-06
168,168,6.784555770331965e-11,106,1000000.0000016115,-2.0000080776514635e-06
169,169,1.3101627484479917e-11,110,1000000.0000036159,-2.000000164870594e-06
170,170,5.0712715471443585e-11,111,999999.9999931734,-1.999997972620404e-06
171,171,7.500161355534281e-11,112,999999.9999923513,-1.9999959381556307e-06
172,172,5.162577721520939e-11,101,1000000.0000046956,-2.0000054384651286e-06
173,173,8.601895418834986e-11,111,999999.9999977751,-2.000009003817105e-06
174,174,9.460233370335931e-11,114,1000000.0000062253,-1.9999925268451454e-06
175,175,5.988976433537145e-11,110,1000000.0000031412,-2.000007072645932e-06
176,176,1.2311176637321442e-11,113,999999.9999977463,-1.9999973107510617e-06
177,177,9.061040399792542e-11,124,1000000.0000006913,-1.9999905061825246e-06
178,178,7.405721725907593e-11,112,999999.999994425,-2.0000065556532573e-06
179,179,6.613100382771273e-11,110,1000000.0000034727,-2.00000735333063e-06
180,180,5.072997949209413e-11,108,1000000.0000032068,-2.000006359754923e-06
181,181,2.976867234581128e-11,120,1000000.0000025033,-2.0000048479087992e-06
182,182,6.824797128697506e-11,118,999999.9999964538,-1.999992538631342e-06
183,183,7.434352379723825e-11,117,1000000.0000081231,-1.9999971088634387e-06
184,184,9.670562052834408e-11,114,999999.9999966011,-1.9999907721490057e-06
185,185,9.153895155717247e-11,113,1000000.000009567,-1.999999893918355e-06
186,186,6.105980746657715e-11,117,999999.9999922736,-2.0000011675073613e-06
187,187,2.831863099941323e-11,121,999999.9999952636,-1.9999975739942467e-06
188,188,8.893764879112618e-11,106,1000000.000000904,-1.9999906127464047e-06
189,189,5.3761510775382714e-11,114,1000000.0000058041,-2.0000044803585648e-06
190,190,1.4408278115248367e-11,112,999999.9999969733,-2.00000229074272e-06
191,191,1.971536905198209e-11,112,1000000.0000014275,-1.999995795516612e-06
192,192,1.2270698515531281e-11,107,999999.9999969733,-2.0000017634954567e-06
193,193,5.7109191577082265e-11,105,1000000.0000029982,-1.999993063119563e-06
194,194,9.154020244718041e-12,110,999999.999999869,-2.000003022725494e-06
195,195,2.7184397134063006e-11,104,999999.9999950958,-1.9999982299978643e-06
196,196,9.952710078891286e-11,110,1000000.0000014234,-2.00000987425684e-06
197,197,6.140790236030681e-11,114,1000000.0000055586,-2.000005523563983e-06
198,198,3.5035156460790716e-11,109,1000000.0000050555,-1.999996921424654e-06
199,199,7.207472199344173e-11,105,999999.9999917215,-2.000001881697509e-06
