iteration,seed,final_objective_value,n_iter_opt,x0,x1
63,63,2.438132542657248e-09,501,1.1421909246591302e-05,8.75495245637272
64,64,9.686415359945314e-11,99,9.123302885152457,1.0960836764257988e-05
65,65,2.1992845497515865e-11,165,9.065357819502735,1.1031015743826595e-05
66,66,3.9230512104111176e-11,237,1.0936943597064322e-05,9.143366266134914
67,67,2.665571220520578e-10,501,1.115129331683317e-05,8.967570574236802
68,68,1.029315726715639e-08,501,68.71911226315042,1.4551992328382295e-06
69,69,1.1017776375704785e-08,501,4.967414465564167e-06,20.131197549344176
70,70,1.0262901705078456e-08,501,1.3058196616159544e-06,76.58023908972496
71,71,1.025424343775375e-08,501,79.16176227285959,1.2632361213276426e-06
72,72,1.8161828863597542e-10,501,9.216573338394099,1.085009619243175e-05
73,73,6.815530742243515e-09,501,10.521531110234964,9.504314877759814e-06
74,74,1.0370778537970713e-08,501,1.8370211254850088e-06,54.435955198087406
75,75,1.0404910598708752e-08,501,49.88860888852131,2.0044655981506117e-06
76,76,1.0762999687719723e-08,501,3.7448868062989443e-06,26.70307649780253
77,77,8.115930510106225e-09,501,8.556554772258865,1.1687417237547389e-05
78,78,1.1239642279538788e-08,501,16.4166645520426,6.091371003657673e-06
79,79,1.0359737314855373e-08,501,1.782795259404522e-06,56.09168970135482
80,80,1.0206777743709135e-08,501,1.02859917166005e-06,97.21959997663286
81,81,1.0752432064775382e-08,501,3.683909504657106e-06,27.14503589912076
82,82,1.0550640568232488e-08,501,36.814645165567434,2.7163102206483304e-06
83,83,1.0408118864465273e-08,501,49.50028106793348,2.020190551031734e-06
84,84,1.043567880369596e-08,501,46.40000611036969,2.155172149413766e-06
85,85,1.0684534109759469e-08,501,29.70868208335951,3.3660192674082027e-06
86,86,1.1283891754730373e-08,501,15.667634093483377,6.3825844115849304e-06
87,87,2.336237977446113e-09,501,1.0349905845786433e-05,9.66180250405952
88,88,5.423167007884322e-11,172,9.05588233045738,1.1042494285549785e-05
89,89,1.0561671566351289e-08,501,36.10126341976536,2.76998629118568e-06
90,90,1.0217636742757872e-08,501,1.082266635870027e-06,92.39868230795106
91,91,1.0223299889087002e-08,501,1.1103298527612265e-06,90.06332958713502
92,92,1.0411960865197266e-08,501,2.0389875605066545e-06,49.04395194880118
93,93,1.031840559405424e-08,501,1.5795473091617692e-06,63.3092758014043
94,94,1.1078357819294873e-08,501,19.025302941044078,5.256162332500311e-06
95,95,1.0230919235784056e-08,501,87.1074785674503,1.1480070626242735e-06
96,96,1.3187469186170383e-10,501,9.21665956163856,1.0849914706098997e-05
97,97,1.0630433680329e-08,501,32.21972078588387,3.103690001536135e-06
98,98,1.0465381537563359e-08,501,2.299413444426065e-06,43.48937173319254
99,99,1.046416319444736e-08,501,2.2943688646150426e-06,43.584963808593365
100,100,1.084175752625995e-08,501,4.123786261530202e-06,24.249560649978747
101,101,3.350456359976012e-10,501,1.0991152163389909e-05,9.098393593699953
102,102,1.0212653034695636e-08,501,1.0576722962059253e-06,94.5472437737972
103,103,1.0761171575909951e-08,501,3.7307783574470865e-06,26.804086240902265
104,104,1.0694323382583517e-08,501,3.4133603493870964e-06,29.296644266306593
105,105,1.066383313405673e-08,501,3.2651768277146205e-06,30.626224047717475
106,106,1.0218976027145625e-08,501,91.83166508473788,1.088948976149043e-06
107,107,2.1385706542552138e-11,66,9.132398418884259,1.0949986055426543e-05
108,108,8.125386425690738e-11,204,1.0960078081134975e-05,9.123942264454433
109,109,1.0252883878728416e-08,501,79.594363975618,1.2563701403511928e-06
110,110,1.1302507069570347e-08,501,7.139759782671989e-06,14.006074062416479
111,111,6.950783528102874e-09,501,10.53274770610259,9.494109915528194e-06
112,112,1.0737934568442521e-08,501,3.6240087878590855e-06,27.593752921554874
113,113,7.264443500860489e-11,87,1.1071128129303215e-05,9.032489804808671
114,114,7.27004778432745e-11,381,1.1040228797894861e-05,9.057842813100068
115,115,1.824130144940725e-09,501,1.0417042245917724e-05,9.599634787826172
116,116,4.687049667783035e-10,501,1.0722747863803481e-05,9.32597286984457
117,117,4.795574371192428e-09,501,9.890584652812064e-06,10.110633821368669
118,118,9.597820893381817e-11,79,9.192658755268255,1.0878206006118937e-05
119,119,1.0602220085997733e-08,501,34.18123256284207,2.925573484182028e-06
120,120,1.0287789694325885e-08,501,1.4286740726479255e-06,69.99496252642743
121,121,9.745724969249917e-11,241,9.02035649717526,1.1086027140544891e-05
122,122,6.962562036697753e-09,501,8.542002337435456,1.1706823371389645e-05
123,123,2.3397750737793098e-09,501,1.032331275201316e-05,9.686776453735693
124,124,9.98592490486575e-09,501,8.580638508276678e-06,11.654173722473343
125,125,1.0220666677454333e-08,501,1.097117934702548e-06,91.14792195325478
126,126,1.1048559884848227e-08,501,19.54892064994804,5.1153721290236375e-06
127,127,1.06634742296735e-08,501,3.264104505151238e-06,30.636273765743866
128,128,1.0218653602625717e-08,501,1.0859254918969102e-06,92.08729968241703
129,129,1.093734334554215e-08,501,4.582021211088562e-06,21.824432496521364
130,130,1.0739495449693855e-08,501,3.631446234828995e-06,27.537242138435325
131,131,1.0204738742766044e-08,501,98.18455427906234,1.0184901957198922e-06
132,132,1.7073106055036792e-09,501,9.579614802854007,1.0438826787794246e-05
133,133,1.0216237595433472e-08,501,1.0754057373847006e-06,92.98815851821631
134,134,1.0649163185053084e-08,501,31.30098741272202,3.1947874244536044e-06
135,135,2.6681320431168823e-11,323,1.0952960625574225e-05,9.12991069631579
136,136,6.45055764218964e-09,501,10.438596376979083,9.57981674262699e-06
137,137,1.077794899513877e-08,501,26.19918836988377,3.816912089037167e-06
138,138,1.0493173021349825e-08,501,2.4361551634080384e-06,41.04828489649433
139,139,3.3809400993200176e-09,501,9.816762609281959,1.0186486205199024e-05
140,140,1.1249573046953769e-08,501,16.25748836728364,6.151011681871594e-06
141,141,1.0539639828057556e-08,501,37.55516248834485,2.6627498128913186e-06
142,142,1.027622702951402e-08,501,1.371727356052443e-06,72.90078500097712
143,143,9.138684647652865e-10,501,8.863637211174886,1.1282026590392485e-05
144,144,1.1165892628556498e-08,501,17.568381311701383,5.692042829926087e-06
145,145,1.1313260565123978e-08,501,14.204335057547224,7.040108361643513e-06
146,146,1.7252472724460999e-09,501,9.581815154562968,1.0436410532065145e-05
147,147,1.1205815590353043e-08,501,16.951374337415952,5.8992230715845295e-06
148,148,1.0811248127107994e-08,501,3.9771649498829035e-06,25.143537535369195
149,149,3.040430459018284e-10,501,1.07768669680323e-05,9.279140513195902
150,150,1.0727953280555363e-08,501,27.96545255393101,3.5758405706270404e-06
151,151,5.158406023026751e-10,501,9.338125562283665,1.0708793557499827e-05
152,152,1.1024704751196995e-08,501,5.000369839336515e-06,19.998515724814677
153,153,1.039110402870303e-08,501,51.632447919817054,1.9367665774877563e-06
154,154,1.023021696045029e-08,501,87.3721424033491,1.1445296034663513e-06
155,155,1.0306096813597183e-08,501,1.5189491754165788e-06,65.83498767855198
156,156,1.0297977972444525e-08,501,8.41887113585544e-06,11.878071510657517
157,157,1.0609127462853021e-08,501,33.327337696727035,3.0005393097937818e-06
158,158,1.0336091998575246e-08,501,1.6665656758164853e-06,60.00363836830064
159,159,1.0766361060784295e-08,501,3.760919879502036e-06,26.589244602659626
160,160,1.1148084546536872e-08,501,17.85016562880954,5.602188671373067e-06
161,161,1.0717357971753583e-08,501,3.5246788821407834e-06,28.37137930109416
162,162,1.0374779390185875e-08,501,1.856586325021987e-06,53.8623015410741
163,163,1.0883456919748665e-08,501,4.323905988146343e-06,23.127236894094487
164,164,1.046086676850884e-08,501,2.2783391609690633e-06,43.89161737598154
165,165,1.1216909134174024e-08,501,16.773280980158372,5.961862810838364e-06
166,166,1.0266487520413476e-08,501,1.3236778734574137e-06,75.54708133001027
167,167,1.0531788856449353e-08,501,38.10240940231761,2.6245058958178937e-06
168,168,1.1206113698116784e-08,501,5.902723414299148e-06,16.941335283034547
169,169,1.051131914475435e-08,501,8.289307338123121e-06,12.063736984198346
170,170,1.0484859213300115e-08,501,2.387848382823541e-06,41.878758612618896
171,171,1.0624984995619267e-08,501,3.0775722123324257e-06,32.49314524465399
172,172,1.032674722565488e-08,501,61.70891266310587,1.6205116814411086e-06
173,173,7.021383189156442e-09,501,9.679157442250462e-06,10.331138170529723
174,174,1.130554840042027e-08,501,6.576764920292445e-06,15.205044174284808
175,175,1.1243377333018734e-08,501,16.357104210163186,6.113551470632796e-06
176,176,1.02741346278745e-08,501,1.3613893298322577e-06,73.45437765868354
177,177,1.0739496518491636e-08,501,27.53645396890846,3.6315496374537647e-06
178,178,1.0283113118089298e-08,501,71.13960177653495,1.4056868126250484e-06
179,179,1.0953786085509139e-08,501,21.4554134773914,4.660828396627221e-06
180,180,1.047939094089889e-08,501,2.3688990988334154e-06,42.21370158550069
181,181,1.113104351981396e-08,501,13.039629359861584,7.668939187558768e-06
182,182,4.770346674909867e-09,501,10.099625612461717,9.901416549449194e-06
183,183,1.1257760690288536e-08,501,7.360452309146261e-06,13.586121770351632
184,184,1.0884443467381505e-08,501,23.101953982434058,4.328638159519369e-06
185,185,1.069869636723819e-08,501,29.11627385012922,3.4345054993084246e-06
186,186,1.054170289525037e-08,501,2.6727921493109876e-06,37.41405920471387
187,187,1.0271184646891028e-08,501,1.2015468953727358e-06,83.2264998519902
188,188,3.066128341494955e-09,501,9.811464848992516,1.0192157638146214e-05
189,189,1.0325380815795752e-08,501,61.96241461596388,1.6138816059021074e-06
190,190,1.0273234579348502e-08,501,1.330676700968821e-06,75.14990738723868
191,191,1.0448956928580074e-08,501,2.218034239131173e-06,45.08493718997152
192,192,1.054761541732565e-08,501,2.701575434708062e-06,37.01544061473124
193,193,1.033256284563143e-08,501,60.63492816484787,1.6492144842350466e-06
194,194,1.0551219809574664e-09,501,1.0574165264772113e-05,9.456994286085154
195,195,1.0779887835167963e-08,501,3.826250066639694e-06,26.13524969545815
196,196,1.1079432072002391e-08,501,18.99506778887742,5.264524588222011e-06
197,197,1.0294474991949687e-08,501,68.55733807206447,1.4586319130052977e-06
198,198,1.0756611468454505e-08,501,3.7140939837572466e-06,26.924466901834716
199,199,1.0426581229190597e-08,501,2.110558515610898e-06,47.38081735282041
