iteration,seed,algorithm,final_objective_value,n_iter_opt,x0,x1,x2,x3,x4
41,41,PSO,9.777213251718072e-06,315,1.0062502067313173,0.02712375855317653,-1.3576080213148404e-07,-9.879094682916e-09,2.7884146054799e-12
42,42,PSO,2.8402493443168724e-05,501,1.2343209709403973,0.026050134678286797,1.472829341833232e-08,-6.55384686168842e-09,1.9014247434588416e-14
43,43,PSO,3.152182947739265e-05,501,1.064581711894047,0.027560281318800815,-4.803599066813894e-06,-1.2969260640638077e-10,-2.971701730037671e-12
44,44,PSO,2.7648670704282603e-05,501,1.1824842967321094,0.026224820832843627,1.8915585802177512e-08,-6.550975351437562e-09,-1.8462581863730992e-13
45,45,PSO,9.789766729193081e-06,160,1.0382400245111338,0.026845948009374867,6.389831523283105e-07,-1.0570980911221146e-08,2.883703435505932e-12
46,46,PSO,9.982545608387048e-06,253,1.013058533510786,0.027039777805367524,1.1555493964436108e-08,-9.755538995102917e-09,2.532136575988708e-12
47,47,PSO,9.69652209152179e-06,236,0.9621410921601302,0.027198565963899475,-1.0014537558696355e-08,-9.860894313277462e-09,2.5249607138111053e-12
48,48,PSO,3.11624084371098e-05,501,1.1493691792941663,0.02693319092272334,-2.8991427042336996e-06,-2.550397948580103e-09,-1.9196434038886274e-12
49,49,PSO,2.564647621263543e-05,501,1.1841811044208912,0.026241127807415953,-3.963778865675226e-08,-6.7428147530227505e-09,1.0752126958720611e-13
50,50,PSO,2.45965554739104e-05,501,1.129661539519005,0.02668711994944117,-1.2296037271801395e-06,-5.605158633543267e-09,-2.5970786626324637e-13
51,51,PSO,8.80628203940421e-06,46,0.7269763512221143,0.02821350071620211,-1.9067078874616413e-08,-1.2531931593816438e-08,4.4891324404514144e-12
52,52,PSO,9.994065495315329e-06,338,1.0020100176434108,0.027110459821917322,-1.328932529636604e-07,-9.535901120784091e-09,2.3944973426147643e-12
53,53,PSO,2.3873366496524704e-05,501,0.9633998557561876,0.028176604431024575,-5.618935037753298e-06,-2.174402214128779e-10,-2.5681709572656525e-12
54,54,PSO,8.404728800451852e-06,318,1.0099937208229335,0.0269767249970977,5.636836726855525e-07,-1.0964652289004777e-08,3.2665612215200492e-12
55,55,PSO,2.2899669938461022e-05,501,1.1539877987562428,0.02652516494769305,2.2476999172268302e-07,-8.508143482493962e-09,1.3448571754151e-12
56,56,PSO,0.000262778432603378,501,2.5939299345167797,0.01860809676706268,7.931188966904952e-06,3.788084235649725e-11,-8.869117391812596e-12
57,57,PSO,9.635958506339183e-06,207,0.43264687394232837,0.029689987779188933,2.1890226743313662e-08,-1.897949767730758e-08,9.963297362913799e-12
58,58,PSO,0.0001921336185768818,501,3.704945008383,0.007650363907786493,4.491408710750998e-05,-5.057744499667369e-08,1.4927724101710847e-11
59,59,PSO,2.851782546699305e-05,501,1.1134871756667952,0.02715656657939404,-3.302167019458992e-06,-2.4411032204968506e-09,-1.794326109764186e-12
60,60,PSO,9.779464294722392e-06,268,0.9847640594511345,0.02721011361295218,-3.405774269434294e-07,-9.337452257600472e-09,2.2991479623516855e-12
61,61,PSO,8.715331316944099e-06,127,0.6569652834187616,0.03009830500967197,-8.491553615350581e-06,-6.279931378361613e-11,-1.3774466552499861e-12
62,62,PSO,9.906334944699397e-06,353,0.9466653086121644,0.02761936863895258,-1.7034442379012468e-06,-7.69675469347611e-09,1.6707853971045098e-12
63,63,PSO,9.910682609636345e-06,205,1.0308070402778335,0.02696839925667609,2.0628993869118877e-07,-1.0221054596973058e-08,2.89741105163713e-12
64,64,PSO,3.513410633314941e-06,50,0.5403981355276694,0.029498584445439145,-2.5732910132979827e-06,-1.1339729404227655e-08,4.8325723687178416e-12
65,65,PSO,9.9983078550404e-06,42,0.6160681386569072,0.028646525658512577,1.3070650275565155e-08,-1.4084791792535183e-08,5.615810930889326e-12
66,66,PSO,2.297634533183228e-05,501,1.111595642861994,0.026678536642478066,-7.13152170157138e-07,-6.382923196770941e-09,1.7384793359934495e-14
67,67,PSO,9.210572767888817e-06,253,1.0145793149372582,0.02709948623078766,-2.1080083088218466e-08,-1.0134068891159498e-08,2.899872883936046e-12
68,68,PSO,2.8557941996223807e-05,501,1.2309723853497316,0.026070315834345575,1.5904747293402867e-08,-6.461605349905509e-09,-9.750959626360018e-14
69,69,PSO,9.637840208245829e-06,33,0.14159294209461326,0.032743784310645986,-1.2027729599879304e-05,2.1907701604931395e-11,-2.01225902601718e-14
70,70,PSO,4.3342412957202253e-05,501,1.1792825335588577,0.026817823859707855,-3.6694687422902736e-06,-1.6557182306249573e-11,-3.6266426877079256e-12
71,71,PSO,9.385096677519945e-06,38,-0.0457217951749377,0.03413678463086194,-1.4259474839770756e-05,-7.704332397278494e-11,1.3134942127358683e-12
72,72,PSO,2.7052707629209587e-05,501,1.2038557203279583,0.026141113204745537,3.619377589402173e-08,-6.654623245448194e-09,2.7768485763260844e-14
73,73,PSO,9.929180340725615e-06,30,0.015529813127656968,0.03363798311729006,-1.326278805853247e-05,-1.14538752599827e-11,5.056684706987902e-13
74,74,PSO,9.663926429678442e-06,247,0.9753451935363099,0.02721737974613314,1.095371511065877e-07,-1.0376342665098755e-08,2.8433913134845113e-12
75,75,PSO,9.871306770656779e-06,151,0.9653411089313899,0.02718516810177882,-4.3432448427701066e-08,-9.921675210557502e-09,2.6800408849354284e-12
76,76,PSO,0.0010798600948135543,501,4.1396763390845495,0.01247171811195811,4.49039459917628e-06,2.7636175545824424e-08,-2.934586772028375e-11
77,77,PSO,9.44778798254303e-06,27,-0.08382481145944277,0.034422117336009875,-1.4855540674100139e-05,2.929733864790092e-10,1.2676372754416208e-12
78,78,PSO,2.6500295520986e-05,501,1.1757194771085693,0.026222334139473585,4.617567071684538e-08,-6.743075449768584e-09,4.0132357235269403e-14
79,79,PSO,9.642662790135999e-06,211,1.0067074479446845,0.027136628427149864,-1.1068336282351415e-07,-9.771822600392103e-09,2.5804008946553158e-12
80,80,PSO,1.7591484057399823e-05,501,0.9551395832240316,0.027895861968692037,-3.822494905658458e-06,-3.4854200131552213e-09,-7.874465170625113e-13
81,81,PSO,9.625811865001711e-06,497,0.702484238277536,0.029784441316438814,-8.031893286616013e-06,-2.0302994095323473e-10,-1.4125462527415715e-12
82,82,PSO,9.824641057823901e-06,162,0.997368431586701,0.0271932895552355,-1.0841681496580443e-07,-9.8949919852572e-09,2.6569872310358032e-12
83,83,PSO,1.1669451844198052e-05,501,0.7633189050702897,0.029444400710721883,-7.474332706083194e-06,-4.804118099295806e-10,-1.4498698827561058e-12
84,84,PSO,7.100502513771129e-05,501,1.5335173835944935,0.024671903305930512,1.0379081379172766e-08,-1.9218198840382943e-09,-3.664853791046198e-12
85,85,PSO,9.225585028333297e-06,26,0.01087740682723409,0.03389521563109495,-1.3979414472263938e-05,-2.9857859556589164e-10,1.4835342967753207e-12
86,86,PSO,2.225814051223431e-05,501,0.997900973701765,0.027999492043150224,-4.981618254175268e-06,-1.7503015395791823e-09,-1.4375036889368876e-12
87,87,PSO,4.037390447803645e-05,501,1.1792498982265494,0.027082537778598516,-4.14713072462745e-06,-1.8903525389967148e-10,-3.2595662361229158e-12
88,88,PSO,7.217902631858388e-06,30,-0.011882767730361706,0.0339782494944775,-1.4519145144916833e-05,1.2798303731496454e-09,2.0576250987814685e-13
89,89,PSO,2.7112346663463283e-05,501,1.2176930341554768,0.026148125156378488,-1.1753242661853179e-08,-6.657638609343913e-09,2.831269930404958e-14
90,90,PSO,3.802296561355154e-05,501,1.1364343518814426,0.026361970442005306,1.0749264095612936e-08,-6.100647938838713e-09,-8.184889124372733e-13
91,91,PSO,9.282947339567217e-06,281,0.988325741118285,0.027287135128128196,-5.776830054444182e-07,-9.532098343150337e-09,2.7168207941862465e-12
92,92,PSO,9.519534626738088e-06,435,0.893033804372338,0.027932184590034877,-2.217430819963924e-06,-7.508385777895409e-09,1.8112507797345777e-12
93,93,PSO,2.3487754140048234e-05,501,1.1335102926754892,0.026586377816341433,-6.646238960268419e-07,-6.355785810837726e-09,1.0220184775448384e-14
94,94,PSO,4.0719405747095645e-06,30,0.4739323024502442,0.030833184166691844,-8.764064946584599e-06,-1.6291378098287903e-09,-2.994388170841774e-14
95,95,PSO,2.0503556320294658e-05,501,0.7808445704392124,0.02901079221629802,-6.694298194869645e-06,4.220059776505105e-11,-2.428749378003351e-12
96,96,PSO,6.7945731774172956e-06,60,0.4354430074074189,0.031540571951736686,-1.095828055060944e-05,-4.949217220751911e-11,2.200576505368907e-14
97,97,PSO,2.2725010180924365e-05,501,1.1430540020531832,0.0266235376091032,-9.070076205246278e-07,-6.201208448930592e-09,1.081951496788541e-13
98,98,PSO,9.837011284027321e-06,25,0.23946016568564665,0.03253502372687264,-1.173292755535565e-05,-5.757530212581346e-10,3.303942975452744e-13
99,99,PSO,9.880575371711327e-06,113,0.39977626920609277,0.029861805091706373,-1.8161149061379028e-07,-1.8816304241896164e-08,9.86193208233753e-12
100,100,PSO,9.86837100119584e-06,243,0.988743853306186,0.027179511684635893,-3.1584311373829183e-07,-9.389783926292681e-09,2.371026520628295e-12
101,101,PSO,9.532388076040137e-06,191,0.736526023850774,0.029343782241899336,-6.348875945232761e-06,-2.323956242445409e-09,-6.259072820287561e-13
102,102,PSO,7.895659316217964e-06,45,0.18917538159908462,0.03247489623187929,-1.132351661727361e-05,-5.340793659396135e-10,8.468388189517498e-14
103,103,PSO,8.64826326380571e-06,82,0.2340443004212592,0.03240915297791872,-1.1654999422549008e-05,-1.192638276610862e-10,-8.057594075855084e-14
104,104,PSO,1.8800678146363293e-05,501,1.1309970942129142,0.02654029292664469,-4.157232339256266e-08,-8.01720618139006e-09,1.219040309299256e-12
105,105,PSO,9.895861389016027e-06,380,0.9921362880808077,0.027256085865225252,2.5372903252516377e-08,-1.0560950488129085e-08,3.154858316201832e-12
106,106,PSO,9.858266615246923e-06,350,0.9798191636937944,0.027189550458298014,-2.3049776612068904e-07,-9.462896996249957e-09,2.3430899645410664e-12
107,107,PSO,1.014133487695649e-05,501,1.0179653649162048,0.02709841332844304,-2.396935795118406e-07,-9.60809900092499e-09,2.5917896717590838e-12
108,108,PSO,9.854627883627213e-06,313,0.7244084373436228,0.02967272786486147,-7.775353480729695e-06,-5.41911867728881e-10,-1.2417359872726905e-12
109,109,PSO,1.3128084348148715e-05,501,1.0309085170031032,0.02705497591860853,-4.55355710087504e-07,-8.510754866240576e-09,1.6668802649039943e-12
110,110,PSO,2.6662043739898327e-05,501,1.2236174981548817,0.026166978633690254,2.0575774044400057e-08,-6.920261774593645e-09,2.5417120717118214e-13
111,111,PSO,8.964903903343153e-06,49,0.7165317014513726,0.02970719893893072,-7.099627868524182e-06,-2.5719754807793917e-09,1.062432596140306e-13
112,112,PSO,9.986022710852185e-06,131,0.9813663343372996,0.027194165024813543,-2.9137169615346485e-07,-9.372475468000924e-09,2.305375764281153e-12
113,113,PSO,8.824355030126795e-06,49,0.9789603320385726,0.02699246113054661,8.542395725240934e-07,-1.1169319931559596e-08,3.1476478054367352e-12
114,114,PSO,2.677340370813696e-05,501,1.1974353195965663,0.026450975132314973,-8.458306760969058e-07,-5.9553868851447174e-09,-8.784606365773163e-14
115,115,PSO,2.4775993680592815e-05,501,1.1041384345401966,0.026552970550058563,-1.7645833318412555e-07,-6.910831624194837e-09,1.1378944046769007e-13
116,116,PSO,1.0404489130552465e-05,501,0.7989987425015227,0.028969268308852568,-5.8277700513530715e-06,-2.6487859110983115e-09,-4.531296541221297e-13
117,117,PSO,6.448696414904927e-06,40,0.014370431625491046,0.03393415502217615,-1.4812356880896671e-05,1.9010117193439482e-09,-1.0489307056361917e-14
118,118,PSO,2.9913102835511726e-05,501,1.1696529944015859,0.026458041077791258,-9.870085840256757e-07,-5.001234975297773e-09,-9.265284572319514e-13
119,119,PSO,9.965664555391457e-06,185,0.9951027509467835,0.027089285640613792,6.958118394685852e-07,-1.136893835760806e-08,3.3672670930520722e-12
120,120,PSO,3.201611865742066e-05,501,1.1857623319762824,0.026283020416016104,-5.604453306672241e-07,-5.253394723321149e-09,-9.864854176253964e-13
121,121,PSO,1.7316010939117123e-05,501,1.0052787162888468,0.027674796805719173,-3.288724492104312e-06,-4.5336231177351395e-09,-3.071094875664838e-14
122,122,PSO,2.433439259549618e-05,501,1.1759968245009083,0.02627832881714038,-2.114974934949835e-08,-6.987985323383215e-09,3.1597744808776863e-13
123,123,PSO,9.727080312119551e-06,458,1.0036795607949347,0.027101411926296084,-3.139067155453502e-08,-9.740182080454698e-09,2.4934482704247124e-12
124,124,PSO,9.676925013963422e-06,354,0.9906625077429033,0.02727198852620343,-6.223195598027406e-07,-9.071272074039818e-09,2.2703224215436595e-12
125,125,PSO,2.2095319890484433e-05,501,0.9154171340454006,0.028357728124843787,-5.805699070063027e-06,-3.988138738733471e-10,-2.3159307444118415e-12
126,126,PSO,9.879987645748266e-06,72,0.12054108515149255,0.03287903074609926,-1.2289317367684996e-05,1.3984219614253946e-10,2.3219676275004967e-14
127,127,PSO,9.660440315822808e-06,50,0.7925119297024972,0.028999388146917635,-5.678359500334882e-06,-3.214627200370624e-09,-1.220105383603853e-14
128,128,PSO,9.839576804912666e-06,44,0.4442999738988831,0.03141581792696423,-1.0751924396845595e-05,7.319299515054585e-11,-1.1316227482894693e-13
129,129,PSO,1.2869264624064865e-05,501,0.9940324863564047,0.026999151799559234,1.8349128832775776e-07,-9.448846813630307e-09,2.056036021139473e-12
130,130,PSO,1.516820472585141e-05,501,1.085701537687544,0.026722389739568187,-4.0723290411169896e-08,-8.708075773114632e-09,1.7825199441189532e-12
131,131,PSO,9.62504231610422e-06,226,1.017684930476385,0.027086680661231457,-2.338121441123745e-08,-1.0032499443006502e-08,2.78793811139033e-12
132,132,PSO,0.00011566042148247201,501,1.8411222883442577,0.022985832499970413,2.0121156806397435e-06,-8.119865170283688e-10,-5.524281161919053e-12
133,133,PSO,9.137027824576721e-06,332,0.9739252226786325,0.027234836101204633,-2.684285114221462e-07,-9.61131626674861e-09,2.525204749873195e-12
134,134,PSO,2.2784744393080343e-05,501,0.9527236039541501,0.028352325140300557,-6.123156112478763e-06,4.7033096093228614e-11,-2.4829354760482848e-12
135,135,PSO,5.85073484147527e-06,24,0.16454616853321913,0.03316286989067332,-1.3224913230522263e-05,1.2458889496280248e-10,7.409307333968614e-13
136,136,PSO,0.00015650142696151782,501,1.9731207945155733,0.02194495691219262,3.4810159974339393e-06,-1.3245426895626117e-11,-7.067147680989821e-12
137,137,PSO,0.0005630343130024267,501,3.956121410711655,0.009452330521040046,2.5871261796081653e-05,-1.0890079615320617e-08,-8.299199781520485e-12
138,138,PSO,0.0002119703302077805,501,2.360399620723327,0.0200038987515089,5.838339982572492e-06,-1.6156206241677802e-11,-7.75452492226351e-12
139,139,PSO,9.360957708670679e-06,395,0.7916578572761216,0.02887985562419288,-5.219116774061275e-06,-3.5410728062453477e-09,-9.798959207219334e-14
140,140,PSO,1.570407701208483e-05,501,0.8051309543787865,0.02911862383911746,-7.061297180810939e-06,-1.0399205903344188e-11,-2.118248519978524e-12
141,141,PSO,9.885475878389123e-06,252,0.9963648586856286,0.027213584085113512,-2.3797446103882888e-08,-1.0231255975974168e-08,2.852880909087227e-12
142,142,PSO,9.971404469183254e-06,251,1.0179958317282813,0.027084531166011696,-3.2779002232759174e-08,-9.829557468944184e-09,2.5938850655206717e-12
143,143,PSO,9.12774372811289e-06,54,0.9963163860642403,0.027106332764229548,7.20675423291636e-08,-1.0147765725712085e-08,2.7990544034458725e-12
144,144,PSO,9.785260945538158e-06,112,0.9123261890412038,0.027749903627601255,-1.8462044785081085e-06,-7.815927074923706e-09,1.8462016781908744e-12
145,145,PSO,9.861767832904181e-06,275,0.9903987678315028,0.0272616706694048,-1.6109772221155796e-08,-1.0488319995739787e-08,3.060009579384506e-12
146,146,PSO,9.423409811983266e-06,221,1.0702005535714454,0.026525673270100268,1.984794184435848e-06,-1.2985643410854451e-08,4.241529426646422e-12
147,147,PSO,2.6633069198327082e-05,501,1.134467041751686,0.02638458994001571,-1.4663002031781153e-07,-6.61038132937036e-09,-4.582751451108436e-14
148,148,PSO,3.3093279789784673e-05,501,1.284765542266756,0.02589432640433772,-1.0049875356349958e-07,-6.112123234264881e-09,-1.9701246604818787e-13
149,149,PSO,1.7175141974964917e-05,501,1.0662719891088293,0.02708378628294555,-1.2521902335054592e-06,-7.573757599000828e-09,1.5130417545194368e-12
150,150,PSO,9.63321802995372e-06,349,0.9815300313592871,0.027320795348226845,-7.311480147352519e-07,-8.921321122230223e-09,2.182169529239146e-12
151,151,PSO,8.911365998255222e-06,76,0.19647547680722321,0.03242977602064212,-1.1440390062554929e-05,-3.039039398786559e-10,8.056000496524433e-14
152,152,PSO,8.231553681040084e-06,21,0.05917595385306045,0.03372002614841863,-1.3738790395106378e-05,-2.9265702721478336e-11,9.862534857485496e-13
153,153,PSO,2.0845012805415593e-05,501,1.0588824208438785,0.02702750776648011,-1.3382648349097118e-06,-6.03592719525575e-09,1.437888999821103e-14
154,154,PSO,2.5282232270680214e-05,501,1.1667125111898482,0.026356707020547945,-1.1709189090778206e-07,-6.7650598391019655e-09,8.72185642318378e-14
155,155,PSO,7.968855068803346e-06,97,0.8617479994562908,0.02761341276538115,-6.928648748463343e-08,-1.1435247009778286e-08,3.931152066505832e-12
156,156,PSO,3.0275500470123196e-05,501,1.113223617817839,0.026883118340669105,-2.054820633700036e-06,-5.01238239784456e-09,-8.170909647271017e-14
157,157,PSO,9.742111210464077e-06,323,0.9863576870738356,0.027406455312576728,-1.0452122601929096e-06,-8.800518939438518e-09,2.310470802895248e-12
158,158,PSO,9.122446866603938e-06,18,0.48051675562785934,0.031446447130336556,-1.0866437614591178e-05,-8.148615792516196e-11,-4.3625118180275386e-14
159,159,PSO,9.8803231455214e-06,336,0.4232058000534162,0.02966187790738696,4.631655247591798e-07,-1.9602066505992208e-08,1.0171147403616685e-11
160,160,PSO,2.8271958379315348e-05,501,1.017583939303672,0.027610485136916503,-4.207810835338086e-06,-1.4348292944585488e-09,-2.3072766039762377e-12
161,161,PSO,9.739106990187654e-06,31,0.16754082927055142,0.03286046005272481,-1.2337905617855378e-05,-1.4649264294909832e-11,1.1652563738290774e-13
162,162,PSO,9.847047993270834e-06,314,0.9857673754377758,0.027128390092668417,3.577959162145119e-08,-9.909944976240702e-09,2.631430166664711e-12
163,163,PSO,9.366217102410419e-06,461,0.6545134883099009,0.030121792294353262,-8.408335078849038e-06,-5.499943550776366e-10,-1.0414759107617892e-12
164,164,PSO,9.913016902071839e-06,289,0.9145479978716992,0.027867964703362783,-2.367940361329362e-06,-6.835394121078623e-09,1.2467484717692515e-12
165,165,PSO,9.31265096018385e-06,208,0.6637038570568037,0.02995963354519528,-8.254607736134108e-06,-1.0124278688761843e-11,-1.5267883790588788e-12
166,166,PSO,2.107110479879094e-05,501,1.0665194184661129,0.02718556033940592,-2.374422550182214e-06,-4.711825801014833e-09,-3.821973966127103e-13
167,167,PSO,1.5123200062624823e-05,501,0.7490809827354249,0.029316265145896924,-7.222264121326778e-06,-1.8025785498557357e-10,-1.83198595871132e-12
168,168,PSO,9.793579097528546e-06,27,0.10672710378075888,0.03317158939095865,-1.2601655427035164e-05,2.7058574663027233e-11,1.4917088681970202e-13
169,169,PSO,9.12206990424235e-06,228,0.9004054847790697,0.027541189045343202,2.9208099137679092e-08,-1.1378039603948934e-08,3.9016801087120315e-12
170,170,PSO,4.232616123990258e-05,501,1.1150195709251027,0.026964123392657028,-3.518375509544462e-06,-5.979159901131018e-10,-3.2930226937015726e-12
171,171,PSO,6.677805309656328e-06,31,0.135123286257853,0.03294331077697391,-1.2436570301043402e-05,2.9481722452747924e-10,-8.110786050466569e-14
172,172,PSO,6.398292367231827e-06,88,0.2986014091168773,0.03193454755045845,-1.0917583126010083e-05,-6.160440823901895e-11,-4.4430709273115e-13
173,173,PSO,2.3249107760485397e-05,501,1.1483540024242376,0.026684518790449984,-9.140409781902231e-07,-6.4571314581066836e-09,2.828632260759641e-13
174,174,PSO,9.39018459519485e-06,74,0.48398496687064074,0.03135951062542702,-1.0810944106563308e-05,-2.306783171222407e-11,-3.6803533637696986e-14
175,175,PSO,7.402022722633074e-06,60,0.6534169841894227,0.030087970427344554,-8.046387477576934e-06,-1.7675292820326552e-09,-1.0598084235728253e-14
176,176,PSO,2.020785781467479e-05,501,1.172721429018294,0.025980579652600738,1.6334183580192268e-06,-9.702106642672723e-09,1.6917461173233272e-12
177,177,PSO,9.7230459141138e-06,24,0.17873045344777677,0.03252439208350108,-1.1790751770313448e-05,1.1642365537607279e-11,2.107881759730005e-14
178,178,PSO,2.030198167330757e-05,501,1.1303895277068154,0.026558508694683826,-9.083694416656473e-08,-7.71853938715324e-09,8.447137557121183e-13
179,179,PSO,3.1010295547213116e-05,501,1.1321601251450342,0.02695323949182528,-2.8526248800624963e-06,-2.6596189210975517e-09,-1.893948474796099e-12
180,180,PSO,9.984840542291034e-06,468,0.8282251116835115,0.028657267765735208,-4.707658712878578e-06,-4.089613997148126e-09,1.064682676614219e-13
181,181,PSO,5.2603219108670555e-06,46,0.10798447101365674,0.03337996143037133,-1.3311148017550521e-05,1.1574100208333566e-10,7.099772875467225e-13
182,182,PSO,9.44539439732213e-06,348,0.9609218546370529,0.027214426223699,-5.4928974061165923e-08,-9.86215791007232e-09,2.5650101659485183e-12
