iteration,seed,algorithm,final_objective_value,n_iter_opt,x0,x1,x2,x3,x4
45,45,PSO,0.0004989789600320192,501,2.5903030089611367,0.0206686641723456,-1.842688525160087e-07,1.0789323388349623e-08,-1.3047710289924065e-11
46,46,PSO,3.843745524895332e-05,501,-0.7628544301623911,0.043454195407594653,-5.094886030596842e-05,5.4484764224188404e-08,-2.567521099651504e-11
47,47,PSO,4.484918633139737e-05,501,3.7510441371382974,0.0026690886207860814,7.349333052925166e-05,-9.997002173218306e-08,4.120979173180055e-11
48,48,PSO,0.00024408141217496505,501,-1.756034012835566,0.044291602278331774,-2.7960077448641606e-05,-2.8870364411486448e-09,9.984164204855236e-12
49,49,PSO,0.0015824089607342274,501,5.781965896437909,-0.0009011350325207261,3.6168452864898e-05,-1.7196221631062392e-11,-2.161913017339677e-11
50,50,PSO,3.350689692450249e-05,501,1.0872797194613557,0.027470426923450617,-4.775930440197143e-06,-3.126036368108904e-11,-3.0628340945797316e-12
51,51,PSO,7.161625465298178e-05,501,-0.11668813862282809,0.03228831032622559,-4.0762011874560896e-07,-2.6628906523589343e-08,1.6244896242555324e-11
52,52,PSO,3.966388903845692e-05,501,-0.7104048861145738,0.043000621898441914,-4.9924146363916204e-05,5.377958627440961e-08,-2.555594883147015e-11
53,53,PSO,7.994711579908661e-05,501,-0.2833850138065568,0.03303020006514107,-2.34197084913065e-06,-2.3339950438361874e-08,1.4203217120576768e-11
54,54,PSO,0.0004306205735006582,501,4.881808818846357,5.510287426949591e-05,5.962053874398111e-05,-6.094636533772243e-08,1.6815781472594926e-11
55,55,PSO,0.0023219112655810887,501,5.959026775170933,-0.001253227216494946,3.069200306242688e-05,1.9736399784507067e-08,-3.668419452727329e-11
56,56,PSO,0.0013398842499084706,501,-2.5231542489909247,0.04995214360475733,-3.118563096021937e-05,-1.628963046714699e-08,2.2618954720331785e-11
57,57,PSO,0.0002065969975166066,501,1.5733855749586472,0.026498900584750896,-1.2897203350488541e-05,2.305587977671597e-08,-1.789698697706544e-11
58,58,PSO,8.524782620300861e-06,44,0.032999566883618096,0.033901306775928404,-1.4181052875552076e-05,-1.563284899991457e-11,1.2522240595622947e-12
59,59,PSO,5.580549138318201e-05,501,-1.6723812894395174,0.04726106605605398,-4.9733110388926346e-05,3.9343295425076836e-08,-1.4160864623103398e-11
60,60,PSO,1.1134098057393237e-05,501,0.38388716907994375,0.02987851014098474,8.317813846004025e-08,-1.931803095975948e-08,1.0062580331454474e-11
61,61,PSO,0.00035917468772419907,501,4.668433905621532,-1.0275537434461482e-05,6.251401875352573e-05,-6.454781809447017e-08,1.7896839303203918e-11
62,62,PSO,0.001487679939042019,501,5.649785485649259,-1.0609600470956228e-05,3.507575573288748e-05,1.1195170151272694e-10,-2.1530264555227246e-11
63,63,PSO,0.00011494915690601655,501,1.4718718257669468,0.017988660524461884,4.470332828061075e-05,-8.477972157038783e-08,4.219339108187355e-11
64,64,PSO,0.0014764220407044151,501,5.70712638683262,-1.964125879794329e-05,3.467830062682352e-05,2.2805059709711654e-11,-2.0883783598955965e-11
65,65,PSO,1.1899620695005106e-05,501,2.0596365637941867,0.015522022690024515,4.1769984311635386e-05,-6.88714215957484e-08,3.073597862573225e-11
66,66,PSO,0.00039954609351533667,501,4.724800209077226,-1.0196430018940392e-05,6.260719419414799e-05,-6.337585008441149e-08,1.6158340090537035e-11
67,67,PSO,8.776147334059937e-06,22,0.7279002214885648,0.02776023597361627,4.50012764848565e-06,-2.346083606593381e-08,1.1682000769560566e-11
68,68,PSO,0.0010756705396506858,501,-4.0586427567069,0.05782214803186241,-4.619329315569124e-05,-5.897735901737009e-09,2.076973510418798e-11
69,69,PSO,0.0008530699173477128,501,4.28331848265426,0.00969411647792274,1.7987963152666962e-05,5.868776581100146e-09,-1.8139056998098457e-11
70,70,PSO,9.345593795661614e-06,52,0.1633524722648338,0.03280369040383645,-1.230820062571352e-05,6.020642409496216e-10,-4.7638530292003e-13
71,71,PSO,0.00031110910487000857,501,-0.08456895943986266,0.027784631996605698,2.5856362385536524e-05,-7.221963783436374e-08,4.0515347737189315e-11
72,72,PSO,0.00040083321853397164,501,-0.01018883041281015,0.02628922633787894,3.342155819165055e-05,-8.425740855408693e-08,4.633855902588365e-11
73,73,PSO,0.0009300119535202676,501,4.492828039329409,0.0068742576378959695,2.5350284595018456e-05,9.577853098469945e-11,-1.731322483531013e-11
74,74,PSO,6.166366044888701e-05,501,-1.6311203552308504,0.051411996958688005,-7.539785859130374e-05,8.477285657054278e-08,-3.863944325022722e-11
75,75,PSO,0.001509413587890751,501,5.710858192179902,-2.915074000286286e-05,3.508836549846461e-05,4.3718273269839333e-10,-2.1740460684133404e-11
76,76,PSO,0.0037279584628672874,501,8.958976825202752,-0.020362528821706336,6.792495038593566e-05,-1.3718170490688521e-08,-2.3592599449210546e-11
77,77,PSO,0.00034241087884311365,501,2.580563268393857,0.020197157002980616,1.0010828966762542e-08,1.119021494562193e-08,-1.3566153564903437e-11
78,78,PSO,0.002930281804592318,501,6.70173108015031,-0.008771495586891082,4.895101341938298e-05,1.8231391460369929e-09,-3.007363355020041e-11
79,79,PSO,0.00012888271458067033,501,-1.2474843136165976,0.04144284092839925,-2.480695084063351e-05,-9.220548508196148e-11,5.98553937555254e-12
80,80,PSO,5.288564987071943e-05,501,-1.9770779723599983,0.050783715566352326,-6.231812984962284e-05,5.5883328084587996e-08,-2.137728745182296e-11
81,81,PSO,0.0014722223109422475,501,5.721502957008356,-1.0022596456669797e-05,3.473384033000025e-05,1.0020601439329891e-11,-2.1000278246974166e-11
82,82,PSO,0.0014724669467689295,501,5.7122838282606985,-1.0487516995458554e-05,3.4784276557555784e-05,1.0702456599703545e-11,-2.1045824591708837e-11
83,83,PSO,0.0007849259866040323,501,5.237708719071742,-2.2202829669598928e-05,4.9380225149883754e-05,-3.42084640633386e-08,-5.891077957068939e-13
84,84,PSO,0.0001948842923577792,501,-1.6679370714812662,0.04552493124715751,-3.6184148477265955e-05,1.18434123263741e-08,2.0918619004484674e-12
85,85,PSO,0.002048362641131113,501,6.110585427420853,0.00178998946583019,2.199063095732393e-05,1.648966163369012e-08,-2.666980344021531e-11
86,86,PSO,0.0005753837326030044,501,-2.166945348136179,0.042892828183607914,-1.2735900327831203e-05,-2.9356494185543752e-08,2.3029907412315564e-11
87,87,PSO,0.00032120738871932957,501,-2.2391620205151583,0.047333681312421924,-3.45936621332565e-05,2.3184679217941597e-09,8.852407658167346e-12
88,88,PSO,0.0006969763034247036,501,3.975589573812509,0.010506889876477528,1.8978814308828274e-05,1.6897825749377538e-09,-1.520720609708114e-11
89,89,PSO,6.264799794065983e-05,501,-0.04407663284020656,0.03841393173627898,-3.9861526241729016e-05,4.516670314204308e-08,-2.311974957124988e-11
90,90,PSO,0.0011053210669459965,501,5.443626974353681,-1.0207276159760711e-05,4.208025294250856e-05,-1.666297783322209e-08,-1.1277331258085814e-11
91,91,PSO,0.00010382156685280827,501,-0.32306135717638834,0.04188136479960921,-5.3246757991807746e-05,6.433778357187528e-08,-3.218080188337362e-11
92,92,PSO,0.0011051275903706012,501,3.806589394540406,0.014379758800559953,1.137900701923778e-06,2.475348860658224e-08,-2.3521742592220254e-11
93,93,PSO,0.0008641388468160774,501,5.820114983877983,-0.005904015912195423,6.624046759587484e-05,-5.2637801320366413e-08,6.336640781762615e-12
94,94,PSO,4.348466277564609e-05,501,3.6934038383997154,0.0028820188122770252,7.325045443200334e-05,-9.974544102735447e-08,4.102505841285508e-11
95,95,PSO,0.00023005039721847795,501,2.8595940933344695,0.014476306124609283,2.4342792671190884e-05,-2.5695319216998703e-08,4.574132768315258e-12
96,96,PSO,2.7887559270042576e-05,501,0.05953821806158835,0.03610920653193086,-2.9232874454441994e-05,2.845436561478945e-08,-1.4736153116684373e-11
97,97,PSO,0.0003769677855869203,501,-0.16676913084354883,0.028857999617916488,2.3906554688498188e-05,-7.31899466053865e-08,4.252252420578838e-11
98,98,PSO,0.0001669067232416484,501,4.702658908000066,-0.0032311381461716873,8.184781116546068e-05,-9.898808492925148e-08,3.6381760976989764e-11
99,99,PSO,0.001446621714329175,501,5.4265033571767,0.001074623885717778,3.3154863790122994e-05,3.9642017510526516e-11,-2.021331529816793e-11
100,100,PSO,0.0014637878254764578,501,5.702071758332636,0.00010872906995505872,3.469227951831573e-05,1.9903804735386437e-11,-2.1145555256316022e-11
101,101,PSO,0.0015909119987046563,501,5.710879487188109,-0.00010890441157438915,3.3902600058542875e-05,3.7890812969566655e-09,-2.392032355087397e-11
102,102,PSO,0.0008177986179992268,501,4.982665441230717,-5.9163556486391536e-05,5.270486131867089e-05,-3.786961003246245e-08,-3.0592028169867135e-13
103,103,PSO,0.00020552619424822892,501,4.447255106925703,0.0005944175137968656,6.720443420067485e-05,-7.761853738457366e-08,2.5934874801140725e-11
104,104,PSO,0.00014765888062362077,501,0.5264017771524561,0.03437318775332513,-3.291337488991708e-05,4.369512752078611e-08,-2.528687497628847e-11
105,105,PSO,0.0014722163007655188,501,5.722829108966529,-1.0000000000000834e-05,3.47276702711817e-05,1.0000000000016243e-11,-2.0995743172626842e-11
106,106,PSO,0.0014722166229639672,501,5.722819998070044,-1.0000653830735725e-05,3.472672463001235e-05,1.0005007898695636e-11,-2.0994100793747874e-11
107,107,PSO,0.0014722163009399142,501,5.722821097308718,-1.0000000277002666e-05,3.472771303093096e-05,1.0000000620827828e-11,-2.099579312307607e-11
108,108,PSO,0.0013301951412633066,501,5.650097359617886,-0.0003046640639011564,3.8288022539627306e-05,-7.222884746969996e-09,-1.685775295375023e-11
109,109,PSO,0.001272016549936581,501,5.639746093642955,-3.135995881350262e-05,3.8423849706465055e-05,-1.0499744634185412e-08,-1.350788782201964e-11
110,110,PSO,0.00015262997309119014,501,4.405144961404795,-1.531464467913705e-05,7.158638149377692e-05,-8.646606526900805e-08,3.1277524137733714e-11
111,111,PSO,1.0131675069475446e-05,501,0.36588793340011244,0.030393148500834556,-2.1119751000418114e-06,-1.5893231911706933e-08,8.28798116903641e-12
112,112,PSO,0.0011366849430190817,501,5.591571842235546,-1.1325824606441775e-05,4.077734233391478e-05,-1.6062372361589264e-08,-1.0499447370317617e-11
113,113,PSO,6.389432609310037e-05,501,0.5173501864990956,0.03356048976505587,-2.5966690190924803e-05,2.882444915281099e-08,-1.6344111736012042e-11
114,114,PSO,0.0008173699820488156,501,5.369198924884574,-0.0016531957385528886,5.4757126338308445e-05,-3.9750452179897966e-08,9.668132721280958e-13
115,115,PSO,0.0014837876790587529,501,5.737533526869115,-1.545540217243365e-05,3.44484121146795e-05,3.4127508518634524e-10,-2.1099930085784735e-11
116,116,PSO,0.0009434327699936721,501,4.226552856684734,0.007191207265186059,3.085165702438112e-05,-1.0278061717557065e-08,-1.2263841650324763e-11
117,117,PSO,0.0014754068619213028,501,5.671515689950683,-2.3007003124917048e-05,3.51231998797117e-05,-8.675527340456912e-11,-2.1286857720400255e-11
118,118,PSO,0.002416496277551672,501,7.48367730220969,-0.012283787884531432,5.88446701399553e-05,-1.3123800272071737e-08,-2.1987295246926715e-11
119,119,PSO,5.024052984332427e-05,501,3.021924283366514,0.010294149240988187,4.726821840785939e-05,-6.389850118837387e-08,2.4116354869694538e-11
120,120,PSO,0.00105072042006439,501,3.7231142036927114,0.01453464780010914,-4.377821373525488e-08,3.467617173524448e-08,-3.3568970868477986e-11
121,121,PSO,0.00012404830794370428,501,0.07117054732964079,0.029182718455997295,1.2365328005787126e-05,-4.6027757095590565e-08,2.594469258541559e-11
122,122,PSO,0.001483303444234384,501,5.623945687289236,-1.3162183116139287e-05,3.564128900994892e-05,-3.008077602046156e-10,-2.1652991008273427e-11
123,123,PSO,3.993238665916405e-05,501,-0.5390146774197508,0.041821114875276094,-4.685643340250283e-05,5.010570562700034e-08,-2.3950672958094044e-11
124,124,PSO,0.0014722163132048916,501,5.722882235867184,-1.0000001364240966e-05,3.4727160251732634e-05,1.0000180866393555e-11,-2.0995154566177066e-11
125,125,PSO,0.0010215340257486954,501,4.598108915566707,0.0059542172221885865,2.6888724234351477e-05,6.38486078555965e-10,-1.851771320322168e-11
126,126,PSO,0.0008264268500007662,501,5.301865299233118,-1.1383001739610517e-05,4.764212550938275e-05,-3.146770119064361e-08,-1.411937359393176e-12
127,127,PSO,0.0011374230774276637,501,5.844122072740921,-0.0013796692384872703,4.833981349864965e-05,-3.206378925515637e-08,-6.652129835198356e-13
128,128,PSO,0.00036254741246369645,501,-2.2221566588835913,0.046280343614039855,-2.9637235265512253e-05,-5.058137356630266e-09,1.2364360133013668e-11
129,129,PSO,3.5067429749033785e-05,501,-1.7144190031173918,0.050122283728426226,-6.568424450922824e-05,6.634052866334056e-08,-2.8314886581941336e-11
130,130,PSO,2.4657582784152525e-05,501,2.1453739265280576,0.017427163909235707,2.7310007223875125e-05,-4.134645393417566e-08,1.5378578663604864e-11
131,131,PSO,0.0015331035515436969,501,5.870437615675043,-0.00029014635435213555,3.421680020758789e-05,7.126442577859097e-10,-2.1081675024864016e-11
132,132,PSO,3.5864070141096084e-05,501,0.4014601099345592,0.033212228652018505,-2.1438703893749223e-05,2.0417433188330013e-08,-1.2002539255278346e-11
133,133,PSO,1.829816801189058e-05,501,-0.7016422250094462,0.04182069100676645,-4.281801888313855e-05,4.069878718032505e-08,-1.8240861962644527e-11
134,134,PSO,8.860941022795227e-05,501,4.242271273328395,-1.00046658966244e-05,7.65424686823574e-05,-9.831040307356611e-08,3.852840288546939e-11
135,135,PSO,0.0002643850042689517,501,5.114082658078236,-0.005397215897513227,8.39422337799631e-05,-9.590274644195965e-08,3.2685717481099355e-11
136,136,PSO,0.0005687332439787855,501,-3.090731894504053,0.05393608576574455,-4.807624203769597e-05,9.766517909995704e-09,9.454871663422097e-12
137,137,PSO,0.00010046632377679732,501,1.6396029304025224,0.02418319824433535,1.9890605232468864e-07,1.3818426155168468e-10,-5.755493163605655e-12
138,138,PSO,7.23779329404667e-05,501,0.6260408762327461,0.02556980163063568,2.012466021043054e-05,-5.180596347126095e-08,2.6914284289031464e-11
139,139,PSO,0.00017308481116180103,501,-0.6326528340197193,0.03477748476798907,-1.454407208349939e-06,-3.213573753806335e-08,2.0947519565804973e-11
140,140,PSO,0.0001132510447899042,501,4.430969954916982,-0.001112939670736952,7.808833133945235e-05,-9.79274825298358e-08,3.741646242038719e-11
141,141,PSO,2.884008880544126e-05,501,3.3654793261596887,0.005211935454049721,6.866962368699252e-05,-9.719164459516092e-08,4.112341405579052e-11
142,142,PSO,0.00216988274722691,501,5.364166488955079,0.005980640880691382,8.88223781755886e-06,4.26720520690105e-08,-4.364869399502572e-11
143,143,PSO,0.0009269561184192074,501,3.4472917256557176,0.01600853786274859,1.3351495547442004e-07,2.9792366621422096e-08,-3.0218535820675613e-11
144,144,PSO,8.378178320499568e-05,501,4.214708401619776,-3.0239027096185887e-05,7.716293360382641e-05,-9.969442088695178e-08,3.934071679999766e-11
145,145,PSO,2.7758068260672767e-05,501,1.014879551829584,0.027921883772724643,-5.4179019301990725e-06,8.746998782434998e-11,-2.9019958220724935e-12
146,146,PSO,0.001429852576687806,501,5.665278661837655,0.0006051412099003994,3.345494093847376e-05,3.8985375210742863e-10,-2.0675320220664332e-11
147,147,PSO,8.886072896096231e-06,71,0.09254134064536426,0.03309806728396147,-1.1355802140276992e-05,-3.0672707703770697e-09,2.1918274508815424e-12
148,148,PSO,0.0006536586933067572,501,3.7207537293175865,0.01142253543726349,1.9214667331009878e-05,2.36430962596087e-10,-1.4866377260634166e-11
149,149,PSO,0.00033945883335059144,501,-1.3721208374797824,0.0398285007627338,-1.0690715834472821e-05,-2.710593583325788e-08,2.0757799408785854e-11
150,150,PSO,0.001515745925987782,501,5.821546351369607,-0.0009940969101957771,3.762991503681376e-05,-2.3950145188295707e-09,-2.0814940328160148e-11
151,151,PSO,9.968921220193316e-06,356,0.40755117180697664,0.029816040112779805,-1.3845037273887443e-08,-1.907941245742175e-08,9.977544157063583e-12
152,152,PSO,0.00017071641883352397,501,0.020533525045364046,0.040253066064015464,-5.22999327146428e-05,6.676424183820456e-08,-3.4220872935213016e-11
153,153,PSO,6.460350409063453e-05,501,-0.010404185716633187,0.031105299013944772,2.7216643729750294e-06,-2.9195409769210815e-08,1.667012757454135e-11
154,154,PSO,8.98711816018759e-05,501,-0.14474013798939556,0.03303953244897045,-2.59995336831084e-06,-2.504384590832234e-08,1.6230259035561392e-11
155,155,PSO,0.0014761155256223192,501,5.7361130655838295,-1.3622978526735408e-05,3.4546559096628794e-05,1.3034883367903819e-10,-2.0923351918660616e-11
156,156,PSO,6.036957116819965e-05,501,-2.262040289177308,0.05309671816770183,-6.989556949526782e-05,6.69318422991321e-08,-2.6959122128203657e-11
157,157,PSO,0.0011222509114404788,501,5.501895516928128,-3.3710283376684315e-05,4.16073564877924e-05,-1.6119468558902267e-08,-1.1400228052928478e-11
158,158,PSO,0.0001457139478209724,501,-0.4694717614539345,0.033922081344961566,-4.3576541637816954e-07,-3.1922932505021715e-08,2.0411702423845834e-11
159,159,PSO,8.02242631778028e-06,57,0.17644506693594217,0.033352197492336415,-1.4384619918488584e-05,1.8299576643913539e-09,9.209873054534555e-14
160,160,PSO,0.0003318467547758088,501,4.724085748957039,-2.2562446889632025e-05,6.312395583966874e-05,-6.627170954663538e-08,1.895778507868099e-11
161,161,PSO,0.0015567660874478955,501,5.753791416276305,-1.3169164036665816e-05,3.3847397102858425e-05,3.043444686618139e-09,-2.3398321258056322e-11
162,162,PSO,2.2652745159127422e-05,501,1.5271851531446363,0.01983776640958808,3.110233919471816e-05,-5.861224483137076e-08,2.738760628552889e-11
163,163,PSO,7.74900337963042e-05,501,0.02298685760942317,0.03774547096924456,-3.755701094337535e-05,4.050285302783409e-08,-1.9848638985633667e-11
164,164,PSO,0.0006925702533121995,501,5.119280892490698,-1.1457619152903695e-05,5.138391800549298e-05,-3.983048267337728e-08,3.4032567416389476e-12
165,165,PSO,0.0003219336610286147,501,4.70228361753206,-4.144068776645052e-05,6.348040969847626e-05,-6.714296678437295e-08,1.9368982304844927e-11
166,166,PSO,0.00190352488940351,501,5.95677994801721,-0.002511335552213926,3.874734372782328e-05,2.7892658701067103e-09,-2.568592103443451e-11
167,167,PSO,8.460501324916197e-05,501,0.8811838826937558,0.03113372304819609,-1.9055165548479872e-05,1.916121682574893e-08,-1.146970023785589e-11
168,168,PSO,0.0003107588396546728,501,4.70515686946138,-1.0344005344142597e-05,6.350879672209779e-05,-6.80285688471389e-08,2.041634913917325e-11
169,169,PSO,0.0006692366686578659,501,-1.8558185224318349,0.04047813990829139,-2.118965899478736e-06,-5.08299512125316e-08,3.6523102472609366e-11
170,170,PSO,0.00027268957706289395,501,4.528804179021462,-2.190057826126571e-05,6.646838902554066e-05,-7.29756824174882e-08,2.240979243479806e-11
171,171,PSO,1.2036887318098606e-05,501,-0.18213597201764112,0.03731461814181076,-2.957373047403525e-05,2.4926076475402683e-08,-1.169435751897007e-11
172,172,PSO,2.816460641987469e-05,501,2.835019721780533,0.011059389670590503,4.7473824381870586e-05,-6.714099610750054e-08,2.678557153946567e-11
173,173,PSO,0.0015463995964905594,501,5.709949178210649,-0.000154072870649719,3.4373768109627265e-05,1.3051180417033423e-10,-2.029648972739662e-11
174,174,PSO,0.0005619648240573218,501,4.502044287871008,0.004840194964860352,3.998978888032029e-05,-2.886276427090665e-08,-3.856478222654265e-13
175,175,PSO,0.0013028968766947487,501,5.544109638465889,-4.754092529608836e-05,3.8349501695523594e-05,-7.871951295086132e-09,-1.6405355632748978e-11
176,176,PSO,0.0011009179343998928,501,-4.224683235581319,0.059556038922006886,-5.1256829081381265e-05,-4.322610565457869e-10,1.851917104470919e-11
177,177,PSO,0.0026552106195645462,501,7.650064958831444,-0.009241393939510345,4.573040583177767e-05,-7.945504274319456e-10,-2.378010422078859e-11
178,178,PSO,0.00037114061695406667,501,-1.202240478275912,0.03778733183502025,-3.3505629211183756e-06,-3.936205252409151e-08,2.799721497021241e-11
179,179,PSO,0.001558400965246391,501,5.606959797070267,-8.325094718164344e-05,3.479474849776999e-05,4.675551461490824e-10,-2.126111001627161e-11
180,180,PSO,6.604437131541222e-05,501,-1.0222680497837604,0.046672770202682665,-6.337656390490042e-05,7.257033983043127e-08,-3.437390307351399e-11
181,181,PSO,0.0010590254346536313,501,5.126073350173708,0.0023131605527596565,3.608031423025314e-05,-1.0066872806838827e-08,-1.3850445157221832e-11
182,182,PSO,0.001666476427307044,501,5.926047587454702,-0.00018995268883306983,3.178408925445394e-05,6.454322342784145e-09,-2.438905222582769e-11
183,183,PSO,0.0007852497784890202,501,5.276372597827583,-0.000394000250733938,5.036003702513363e-05,-3.5166274287250214e-08,-1.4314735284845231e-13
184,184,PSO,0.0005920885538901184,501,-2.652666167615508,0.047353839617712196,-2.5253406979338797e-05,-1.704918708594862e-08,1.9152772700933833e-11
185,185,PSO,0.0015453493254109522,501,5.833555116147065,-0.0003941408442802689,3.4912430862031526e-05,6.909106079332283e-10,-2.1408506816080977e-11
