iteration,seed,algorithm,final_objective_value,n_iter_opt,x0,x1,x2,x3,x4
41,41,PSO,2.585170065419193e-05,501,1.1603302307170493,0.02629595639640795,1.7838377510284042e-08,-6.806055221926597e-09,4.077793454102097e-14
42,42,PSO,8.815742712540437e-06,19,0.15582773442964434,0.03264758598539813,-1.1799559075347862e-05,-4.2180176663648925e-10,3.4641465008946e-13
43,43,PSO,7.848250401057236e-06,27,0.3528597688983462,0.03209929957391179,-1.177563448389408e-05,-2.114219513481873e-11,4.2087123467330394e-13
44,44,PSO,3.712506909825625e-05,501,1.097812889461644,0.0272840476259743,-4.315330069565e-06,3.8234056983507546e-11,-3.4640248874891025e-12
45,45,PSO,1.514855917739556e-05,501,1.0212845854978554,0.02741590417300979,-2.142448595091588e-06,-6.237971846041444e-09,7.842931212395229e-13
46,46,PSO,1.5838763552129598e-05,501,0.4041588318404599,0.029630762722018065,-1.0117545233333101e-08,-1.812728533642116e-08,9.103300734113956e-12
47,47,PSO,0.00011567915755159205,501,1.702609788680999,0.0236792205830779,7.010782552250711e-07,9.227261957068751e-10,-6.535763354118442e-12
48,48,PSO,4.0128622559676485e-05,501,1.0951832183408055,0.02745681630663075,-4.8863984472370425e-06,1.1265428024137588e-11,-3.04498631623807e-12
49,49,PSO,4.4653730665378794e-06,130,0.3523018711135765,0.03187192169896148,-1.1237517718927413e-05,1.0784878487102042e-11,1.0371513456332319e-14
50,50,PSO,3.0426973639054766e-05,501,1.2441432481632537,0.026016271374714725,-5.329808192890389e-08,-6.086690060328561e-09,-3.9330071573200045e-13
51,51,PSO,9.311826811828988e-06,91,0.017213508235714752,0.03362092958111212,-1.3776647385984318e-05,1.1472509934330427e-09,-9.331479685111189e-14
52,52,PSO,7.829817103655593e-06,452,0.9760513325482669,0.02719572001955924,9.589559895054503e-08,-1.0426818958885737e-08,3.036188696539965e-12
53,53,PSO,0.00047915420900858266,501,3.3089960263926024,0.01415268101145647,1.4301551124691235e-05,9.739574494282793e-10,-1.2686387352939256e-11
54,54,PSO,9.077621747573314e-06,94,0.36901466858291027,0.03206037238986153,-1.1509450960440803e-05,1.2474204925800948e-11,1.0017406007625388e-14
55,55,PSO,8.743719657659222e-06,31,-0.020364262983141496,0.03391993595554942,-1.380725111682061e-05,-1.0949785951315538e-11,8.436301300152303e-13
56,56,PSO,9.59635274022703e-06,235,0.8390233016492642,0.028530536652364297,-4.129279138954647e-06,-5.529392791133901e-09,1.1972618539359899e-12
57,57,PSO,4.8552848144679785e-05,501,1.4090901774088471,0.025430563542191222,2.1510955007634743e-08,-4.733407538498315e-09,-1.4521892789933532e-12
58,58,PSO,2.6898293922779665e-06,23,0.25504711383371187,0.032342898884193005,-1.1722874073206501e-05,1.2583734936244481e-10,-7.875591495150455e-14
59,59,PSO,9.092539808512925e-05,501,1.5937270138034536,0.02431912613579353,1.0000000000000164e-08,1.0000000000001964e-11,-5.4194427037957886e-12
60,60,PSO,9.752909088491057e-06,216,1.0281275657955797,0.02701327496076375,1.2697951195860126e-07,-1.0095613787239623e-08,2.7786540425777015e-12
61,61,PSO,1.0195503825211783e-05,501,1.0106802075465788,0.027048708754136657,-1.0000017913139922e-08,-9.662905353010971e-09,2.434315133688635e-12
62,62,PSO,1.014874554648869e-05,501,1.0269606920229402,0.026912225602408243,4.822997625780928e-07,-1.0286623610751027e-08,2.7056630584539985e-12
63,63,PSO,5.3120303594592975e-06,61,0.06624502930049478,0.03346881974228804,-1.3610048253006192e-05,8.717157465382524e-10,1.5247632814411626e-13
64,64,PSO,1.8507042078759494e-05,501,1.1813512153155594,0.02613163737631869,1.1411344098709053e-06,-9.615901461130177e-09,1.98989441144059e-12
65,65,PSO,1.0000901042721356e-05,501,1.0147594785244174,0.027037196028591153,1.4059618395035282e-08,-9.850663023303397e-09,2.6266246237370004e-12
66,66,PSO,9.975389308405365e-06,154,0.984886665583296,0.02714954037310409,-1.4769100888640698e-07,-9.542986469786724e-09,2.3838640720437767e-12
67,67,PSO,9.91115324887427e-06,92,-0.01373273744563915,0.03366173363397662,-1.2706248146330871e-05,-1.5879600394579539e-09,1.6189854184962308e-12
68,68,PSO,2.954283059693458e-05,501,1.245881406346048,0.02602863439096609,1.391993939597298e-08,-6.423341526661102e-09,-1.5040397620256273e-13
69,69,PSO,1.7021734156717605e-05,501,0.9449408965762268,0.027700513658855813,-2.5568017476697522e-06,-5.304436625964427e-09,-5.103248516234669e-14
70,70,PSO,2.6331150613009507e-05,501,1.1831533027081207,0.02622776071089933,1.0126327987701433e-08,-6.69216076333492e-09,-1.0812208778531864e-14
71,71,PSO,8.347910496961382e-05,501,1.555113753703098,0.024482554421559267,1.469254364179455e-08,-6.135974782004276e-10,-4.9077276438411815e-12
72,72,PSO,9.648159230198635e-06,43,-0.05142681393644321,0.034147081039851,-1.440382619051943e-05,1.5458804786773738e-10,1.2190333955024753e-12
73,73,PSO,9.351952242020415e-06,36,0.410733604876926,0.031745891862452316,-1.1498208430243675e-05,4.174400153604931e-10,-1.2731566775525314e-14
74,74,PSO,9.699770915280294e-06,34,0.9886768707301605,0.02723854665025674,-1.0665169666595315e-08,-1.0471322796132484e-08,3.177909763931036e-12
75,75,PSO,2.125547031470313e-05,501,1.085905992951924,0.02708414467446213,-1.7865213538256689e-06,-5.632266361455217e-09,-1.8157473302180493e-14
76,76,PSO,2.6938353954280035e-05,501,1.196977162245755,0.026177623518008553,2.2264668069219742e-08,-6.6363625996929154e-09,-4.719364217745048e-14
77,77,PSO,4.2635135569118195e-05,501,0.9475781827120264,0.027355522763710158,-1.9079897521888895e-08,-1.2524296264645044e-08,5.482547961584915e-12
78,78,PSO,9.780644823520156e-06,25,0.033153270343452904,0.03379540331771174,-1.456626876069868e-05,2.059218557594447e-09,-4.933852511040321e-13
79,79,PSO,1.559492575050671e-05,501,0.8178299264201235,0.02909780714230477,-7.029855778496172e-06,-3.371879379638583e-11,-2.087206148351697e-12
80,80,PSO,8.842793551196474e-06,26,-0.13438289449242288,0.03507763737232792,-1.774869032560772e-05,4.761580581164527e-09,-9.430923980092565e-13
81,81,PSO,9.659293065636063e-06,20,0.168619289843231,0.032573766257374286,-1.1852651636100608e-05,1.3091626396455949e-10,-1.0602338263381246e-13
82,82,PSO,6.539900434952951e-05,501,1.4336474161075496,0.025459178121557992,-1.8666847397980957e-06,-6.316018059110918e-11,-4.3693336184106025e-12
83,83,PSO,1.139378320821734e-05,501,0.6979653776171564,0.02969171290719188,-7.872772632970654e-06,1.0006026437706981e-11,-1.7021238005651907e-12
84,84,PSO,1.3310010075243289e-05,501,1.092537671136466,0.026668686432718355,4.299951446866115e-07,-9.665853534641371e-09,2.3150745113306178e-12
85,85,PSO,9.50569089944824e-06,195,0.8922038773973039,0.027491825372372564,1.2654803231227167e-08,-1.1500246671328474e-08,4.02550872422258e-12
86,86,PSO,2.9553391193667784e-05,501,1.2371621076159265,0.02602088660926713,-1.2911338375562187e-08,-6.356399433776507e-09,-1.298793359387037e-13
87,87,PSO,2.6181360927807036e-05,501,1.1746944725388286,0.026258525400628285,1.0001506135273472e-08,-6.719133086137589e-09,-1.0002521359355313e-14
88,88,PSO,9.927301182868056e-06,150,0.7722714283888197,0.029128514299216857,-6.078409474615093e-06,-2.5725037548450623e-09,-4.5017344396699063e-13
89,89,PSO,6.030612592463037e-05,501,1.3741072072060008,0.025791399799884922,-2.2406430799930257e-06,-2.2555448865465788e-11,-4.317202475370294e-12
90,90,PSO,9.324609756564275e-06,267,0.9809859300603597,0.027150980452670493,4.981733079363211e-08,-1.0150088991653693e-08,2.864635420555004e-12
91,91,PSO,1.2469112777162941e-05,501,1.0190746445108139,0.02706342798189441,-3.961564547256717e-07,-8.686808959541922e-09,1.783533296325137e-12
92,92,PSO,7.236916456125026e-06,41,0.6387098733699557,0.02967739999419817,-6.068796464692736e-06,-4.0817779604247986e-09,7.67930411566123e-13
93,93,PSO,9.107154932860182e-05,501,1.5979956076262916,0.024317130683891908,1.0979324361139582e-08,1.455663870234116e-11,-5.432029912528901e-12
94,94,PSO,8.969887434337268e-06,261,0.9664199654205737,0.027226828087771673,-1.3444951229099656e-08,-1.019286012665812e-08,2.9126061640231225e-12
95,95,PSO,9.907800052604446e-06,182,0.8899614352439307,0.028190774629879498,-3.287388816151446e-06,-5.887920688811531e-09,9.180310049493837e-13
96,96,PSO,9.898194577236321e-06,167,0.8871490787356464,0.02816342310771772,-3.326259060789042e-06,-5.780738335812927e-09,9.118416386872944e-13
97,97,PSO,2.036743425848032e-05,501,1.030595840722785,0.02729439968103609,-2.4061724603515e-06,-4.967278073096626e-09,-1.5025314790765474e-13
98,98,PSO,5.317090941860397e-05,501,1.449877807701994,0.0251734556114341,9.559492103512204e-08,-4.026038924132631e-09,-2.0331693918594478e-12
99,99,PSO,9.778046698708548e-06,29,0.17575254159106957,0.03280920197198649,-1.2647849449274766e-05,1.2384379067391595e-10,5.302957468841797e-13
100,100,PSO,2.674594201332814e-05,501,1.167079645534365,0.02624071223858855,7.463235637592751e-08,-6.754895396772711e-09,-1.0000560461494773e-14
101,101,PSO,4.603991161120115e-05,501,1.3700851497163529,0.025410052508480063,7.817440529355034e-08,-4.321369611968748e-09,-1.8544253248803815e-12
102,102,PSO,9.950144138839109e-06,126,0.807712704817752,0.028708257500469993,-4.6787986881347395e-06,-4.070428882163006e-09,2.882107759520227e-14
103,103,PSO,1.9649111136324364e-05,501,1.0250318205373987,0.027328114747653363,-2.4122378503200877e-06,-4.832619796770093e-09,-3.448872233684483e-13
104,104,PSO,0.0007570883404915632,501,5.098232507088886,-1.118426466889719e-05,5.0450863577187326e-05,-3.564550167497245e-08,2.065903342658921e-14
105,105,PSO,5.67541483564853e-05,501,1.442899704172607,0.025134169972736025,-1.2792704010990638e-07,-3.1689651376382487e-09,-2.559789260828602e-12
106,106,PSO,9.979102140690634e-06,68,0.8227037726001422,0.02874222060701414,-5.0306211034997416e-06,-3.6612473758636667e-09,-3.670299330421723e-14
107,107,PSO,7.548309717543857e-06,24,0.5831054546577189,0.030545121472766397,-8.557268451119406e-06,-1.8359092166006954e-09,9.867132204538918e-14
108,108,PSO,0.00040068620090026277,501,3.50582807358868,0.012320923201089481,2.2219080671937526e-05,-1.2570429868753164e-08,-5.371006443607556e-12
109,109,PSO,8.156139635599308e-05,501,1.7287932615636137,0.022478209110298866,6.839576588685792e-06,-9.349099040025126e-09,-1.1528053131175094e-12
110,110,PSO,8.799930130881633e-06,39,0.6078509433932991,0.030533613918917728,-9.05942443478953e-06,-1.0964795821037208e-09,-1.4358005444753834e-14
111,111,PSO,0.0004669638490818137,501,2.902495400847321,0.018818644194465536,-1.92003459016332e-08,1.6541172435911462e-08,-1.7973380202220024e-11
112,112,PSO,9.201325259299007e-06,43,0.721979318765102,0.029277980351024795,-6.054147623223152e-06,-3.0215721516477026e-09,-9.892646137121251e-14
113,113,PSO,9.37345885899937e-06,39,0.163513577871632,0.032671960054686984,-1.1828330032304322e-05,-1.8775592239724994e-10,-1.5412476037999647e-14
114,114,PSO,8.04306905462637e-06,32,0.028759552202209215,0.03433815984371907,-1.635258724193296e-05,3.506047966559655e-09,-5.311795472289383e-13
115,115,PSO,3.1134654464103676e-05,501,1.2353189299122849,0.025975404138801294,8.621950458051861e-08,-6.244416090924078e-09,-2.786626669034317e-13
116,116,PSO,8.823324168861066e-06,28,0.6922324463493849,0.029851260270698142,-7.841374624340318e-06,-1.3447891501146789e-09,-4.383242123084332e-13
117,117,PSO,2.6925491991486675e-05,501,1.2041787755504518,0.026156716220698796,1.613779846637616e-08,-6.62415440989097e-09,-1.3931294264269368e-14
118,118,PSO,1.987229056064413e-05,501,0.980445842039706,0.027351266997445927,-1.7816759719468702e-06,-5.826151501127368e-09,-1.0154468407442596e-14
119,119,PSO,0.0007567666750797361,501,5.162270421067838,3.215185830301072e-05,4.972121547659231e-05,-3.4920482269298435e-08,-1.6118599493407503e-14
120,120,PSO,9.816692746569468e-06,446,0.985380239223638,0.027127472693932692,2.7568725880444776e-08,-9.814413861638901e-09,2.5176737378546196e-12
121,121,PSO,7.95745381121332e-06,76,0.8195197019849692,0.028417729230543837,-3.2159834794426693e-06,-7.016183328482335e-09,1.9353100559715067e-12
122,122,PSO,9.509780290143137e-06,112,0.7969682336385824,0.028857110877060436,-5.046509372218876e-06,-3.798180980574504e-09,-1.097747928800155e-14
123,123,PSO,4.4396183197224365e-05,501,1.232552360474178,0.026689084751524286,-3.6921959664141758e-06,1.1564598665806003e-11,-3.554575787252967e-12
124,124,PSO,3.059202014147417e-05,501,1.2517887317474317,0.0259937903881544,-1.7136117577102403e-08,-6.1778091147424954e-09,-3.3660217138766e-13
125,125,PSO,2.3539230935682825e-05,501,1.0485872960394407,0.02764812933254642,-3.7993203054780794e-06,-3.1277425816664493e-09,-1.0123518332171933e-12
126,126,PSO,7.017860423221461e-06,142,1.5038560002290262,0.022159959521674464,1.6209428409622403e-05,-3.1600692151153255e-08,1.2751217083031349e-11
127,127,PSO,3.6642924302305476e-05,501,1.1177854404245695,0.027297881688926065,-4.298167034182733e-06,-1.8418541445530457e-10,-3.27825533393664e-12
128,128,PSO,1.9659334400554413e-05,501,1.1534571445706763,0.02645433068484875,-1.3747836139634497e-08,-7.959066130717895e-09,1.178141607567118e-12
129,129,PSO,9.629800936983754e-06,368,1.0081281259498962,0.027003013172866578,3.501669645681872e-07,-1.045335600847032e-08,2.9070736400936573e-12
130,130,PSO,1.1953251216257354e-05,501,0.8292025152168777,0.028559497318704555,-4.322227518266688e-06,-4.221792359022303e-09,-7.865250640224737e-14
131,131,PSO,3.256583600466178e-05,501,1.281168660008966,0.025869375070627677,1.874826067823849e-08,-6.151283623246071e-09,-2.50406400308082e-13
132,132,PSO,9.707901944840953e-06,310,0.9704492576508222,0.027204624472453903,-1.4877112356892595e-08,-1.033612305936521e-08,2.9994264942429262e-12
133,133,PSO,3.7334427666371065e-05,501,1.2903752768255867,0.025700294339134042,2.1830049862950332e-07,-5.478778540386808e-09,-1.0459296443432349e-12
134,134,PSO,8.874909766040878e-06,48,0.5745435127049596,0.028853596252977183,1.2401885237600056e-08,-1.4650572692164419e-08,6.1009154319366e-12
135,135,PSO,9.738815596794903e-06,71,0.9408295439647816,0.027649881060529905,-1.7415038522351592e-06,-7.756085451537383e-09,1.7411821400369537e-12
136,136,PSO,6.915546793508906e-05,501,1.3503405734679994,0.0250600332619791,2.1158244227493616e-06,-6.610569935141312e-09,-1.5613980579387955e-12
137,137,PSO,9.815229072087486e-06,35,0.41075194948213645,0.029765957511578445,-6.987878844033639e-08,-1.8601576015277735e-08,9.536523876038024e-12
138,138,PSO,2.4824854339683144e-05,501,0.8724030758748847,0.02847155829725104,-5.854475445856906e-06,-8.863044987931415e-11,-2.706469996968387e-12
139,139,PSO,0.00011587145670337418,501,1.66204129842205,0.02370841055727074,7.883856963332744e-07,8.74198725761017e-11,-5.776355615043091e-12
140,140,PSO,1.5597659548896292e-05,501,0.9249113217342921,0.027871052558876674,-2.8800221633152025e-06,-5.202112707820027e-09,1.5925296486267865e-14
141,141,PSO,9.99141152723495e-06,185,0.904968899979867,0.028056764532854522,-2.9136951130050124e-06,-6.425568213710571e-09,1.1810548197567786e-12
142,142,PSO,0.0009645249041912535,501,5.41743862877838,-1.0931096734498905e-05,4.4432436543299004e-05,-2.429789944250941e-08,-5.514896825366223e-12
143,143,PSO,1.0596994297517045e-05,501,0.9533904389815155,0.027682127868079113,-2.042081438322303e-06,-7.162621166787102e-09,1.3933688860567604e-12
144,144,PSO,8.782687777464091e-06,20,0.08695737860698126,0.033224027285850895,-1.2760707655466909e-05,2.3581788598944605e-10,1.36912533224788e-13
145,145,PSO,1.1350569016041606e-05,501,1.0365654650326577,0.026948591916523032,-1.6711375313096514e-08,-9.41263706567638e-09,2.2826933645090704e-12
146,146,PSO,9.849956898383881e-06,207,0.9575810313058917,0.02757988185488452,-1.5924800273716608e-06,-7.89026158504896e-09,1.7764632884073573e-12
147,147,PSO,6.6821643581927015e-06,54,0.41654240668939796,0.030841204376849868,-6.796600505107655e-06,-5.880133059758672e-09,2.240327313460506e-12
148,148,PSO,9.50279144396067e-06,31,-0.029803865675096908,0.033868353268922534,-1.3661765456704456e-05,-7.779761027245384e-11,8.771287412522611e-13
149,149,PSO,9.703140227101149e-06,97,0.48956848715959167,0.031351780303069766,-1.0800046361981479e-05,-2.3903390614264874e-11,1.2737805382178744e-14
150,150,PSO,9.559638515756811e-06,283,1.0585767656529184,0.026732144080772777,9.86515418582728e-07,-1.1244342707646734e-08,3.3433747080278093e-12
151,151,PSO,9.85817522700035e-06,21,0.2612032501838998,0.03277190499673247,-1.3539090874174363e-05,1.6543221058436275e-09,-1.58563270985644e-13
152,152,PSO,9.619853744640115e-06,224,0.9767706159123143,0.027148455897845262,-1.0268630967640993e-08,-1.0007446003012779e-08,2.752289942483681e-12
153,153,PSO,1.6202613014022487e-05,501,0.8826703291727629,0.028385703295895813,-4.8127703002018185e-06,-2.5889443621026256e-09,-1.0910164355162423e-12
154,154,PSO,1.7801342007105095e-05,501,1.1209092573355217,0.02676497112752066,-4.609118437543357e-07,-8.40057729402743e-09,1.8374149912987312e-12
155,155,PSO,9.449083411988485e-06,156,0.8665507157041239,0.028288380197680853,-3.46258426465685e-06,-5.678936700518004e-09,7.997101193717205e-13
156,156,PSO,8.75415794028255e-06,36,0.22379817377825323,0.03204999357417019,-1.0029550128736953e-05,-2.10831430814972e-09,7.366706817742137e-13
157,157,PSO,9.718956942268576e-06,143,0.918192349704562,0.027893285692638436,-2.4786584153540624e-06,-6.8362932174179355e-09,1.3273059526043897e-12
158,158,PSO,5.8615700883044304e-05,501,1.4541260130226166,0.025001748218148375,1.0690946015405597e-07,-3.087076478316654e-09,-2.8216471434770372e-12
159,159,PSO,9.995282216811279e-05,501,1.676007145565494,0.023949626579858576,5.079950811265218e-07,-1.0856020176810925e-11,-5.653716699661952e-12
160,160,PSO,1.9455268293937698e-05,501,0.9979263217866974,0.02732984383909604,-1.8479940263598332e-06,-5.6960655994467795e-09,-5.6346635831697416e-14
161,161,PSO,8.45242551840026e-06,37,0.27736171190013975,0.032106742198368295,-1.140772544756563e-05,3.1498860983437475e-11,1.643847033956183e-14
162,162,PSO,2.1530573751987956e-05,501,1.0833039742761073,0.02714817893086052,-2.319862605929062e-06,-4.736562210162663e-09,-3.941169872454757e-13
163,163,PSO,3.344330891869183e-05,501,1.1884172554134735,0.026119846613744165,-2.11956415848623e-08,-5.805208679966323e-09,-8.144589733085313e-13
164,164,PSO,6.162391145570982e-06,28,0.349105888529277,0.03211243991514602,-1.1548858206204923e-05,-2.0774888842828495e-10,1.9652167005412277e-13
165,165,PSO,6.290899163294342e-06,37,0.6968834220617977,0.029582151913178107,-6.621571687239447e-06,-2.933766933126206e-09,1.357723073777421e-13
166,166,PSO,9.801718735806485e-06,94,0.4545693356413823,0.03143803680449659,-1.0826555120488667e-05,1.6881927726883052e-11,-1.0976320521903446e-14
167,167,PSO,9.922812096801504e-06,384,0.6977609856522292,0.02981642850315614,-8.133404869331208e-06,2.4060033544630135e-11,-1.5765976843783727e-12
168,168,PSO,9.570523606674183e-06,151,-0.06378511812354973,0.034339275458115916,-1.4552223245384246e-05,-2.8240681166456064e-10,1.5906221633041748e-12
169,169,PSO,2.4137709077807602e-05,501,1.169573397016356,0.026262830770726532,2.4670223614632326e-07,-7.324857823339762e-09,3.8083342281276494e-13
170,170,PSO,2.1986736509810336e-05,501,1.057315204702133,0.027116499343906076,-1.988480830488904e-06,-4.9336811620452525e-09,-5.079373211865627e-13
171,171,PSO,9.73439205963595e-06,49,1.0217786192493763,0.027018647485019844,1.29736494213805e-07,-1.0021500773141844e-08,2.7120090948565863e-12
172,172,PSO,9.994152009101544e-06,36,0.7420009228083039,0.02950161179848613,-6.601209637144132e-06,-2.812059173442631e-09,-1.0571213437320835e-14
173,173,PSO,4.135268035411152e-05,501,1.155808803454284,0.02745104987497249,-5.588551681057762e-06,1.236934820895868e-09,-3.468352542742825e-12
174,174,PSO,9.830151744833728e-06,291,0.9891235625820507,0.027140770690563004,2.6932067780282804e-07,-1.0402497985863681e-08,2.838907365726504e-12
175,175,PSO,1.1061684912105212e-05,501,0.9781861631824746,0.027339545247186674,-9.732687493395561e-07,-8.248268183410185e-09,1.717843173846606e-12
176,176,PSO,1.29875788458926e-05,501,1.2462258839254612,0.025165960596037373,5.068409773344501e-06,-1.528897356521198e-08,4.639858543026094e-12
177,177,PSO,3.0339804799217363e-05,501,1.0992688138553626,0.026547539030325862,-1.7980264032833978e-07,-6.51751506320021e-09,-2.547664413793372e-13
178,178,PSO,9.919352788798282e-06,85,0.7883467352346367,0.02911098881850599,-6.143042215878425e-06,-2.465922690889923e-09,-4.653880563671891e-13
179,179,PSO,0.000276917573159987,501,2.3961908073938303,0.020901263477046853,2.0427727581542005e-07,9.61950568515866e-09,-1.2812395329889217e-11
180,180,PSO,9.438687924993949e-06,169,0.9814431462170099,0.026796494085603337,2.4337196379927456e-06,-1.4197039424065664e-08,4.930360845666338e-12
181,181,PSO,7.401887335080758e-06,35,-0.01293364617090321,0.03389915543610049,-1.3865518572184846e-05,2.542059810304203e-11,9.295636441433006e-13
182,182,PSO,8.480776644260262e-06,51,0.7983970922922063,0.02798339793456836,-3.246846654500109e-07,-1.1259125980236862e-08,3.5639147960051783e-12
