iteration,seed,final_objective_value,n_iter_opt,x0,x1,x2,x3,x4
68,68,9.93272131102769e-06,134,0.9448986359991909,0.02742952775969584,-8.57658171002621e-07,-8.721544390462693e-09,2.032986388382651e-12
69,69,8.66224301051214e-06,76,0.6580700160666367,0.03014379063090687,-8.651905554627585e-06,1.7047896692771245e-11,-1.3291960692724797e-12
70,70,9.501466183211252e-06,78,0.4396348206141938,0.029559747986357732,3.9629145922695783e-07,-1.929722248182951e-08,1.0020718875211654e-11
71,71,9.7753092312884e-06,359,0.9739480031957598,0.0273579404509951,-6.832318655601248e-07,-9.123956129550472e-09,2.2680334605477863e-12
72,72,2.8595838339243233e-05,501,1.2184660638948643,0.02605060474418077,1.726259090876351e-07,-6.611320771961699e-09,-1.2285900253841722e-13
73,73,9.913010102584683e-06,153,0.9811904907724048,0.027163961313654388,-1.3061628763494963e-08,-9.78264330048279e-09,2.4877271114611317e-12
74,74,1.4808455678673583e-05,501,0.7206722768088626,0.029832901437600583,-8.523765395477588e-06,5.00053369313063e-10,-1.7874686791579997e-12
75,75,2.3255192269514475e-05,501,1.1357726218080404,0.02669445544106939,-1.2008790644172799e-06,-5.763400675953955e-09,-1.111479419245025e-13
76,76,2.53139653078254e-05,501,1.1825690809124045,0.026293978020092444,-2.1271114798074063e-07,-6.65551423161426e-09,1.2460858491552186e-13
77,77,0.0005617502999776907,501,4.237971225950846,0.005462100908612496,4.104180946114372e-05,-3.0495878284987284e-08,-5.638689772343741e-13
78,78,8.306213547116858e-05,501,1.5817290957685368,0.02434214005764564,5.01975224463989e-07,-1.2903586654728967e-09,-4.632014490156136e-12
79,79,2.031973283575112e-05,501,0.8888885056675331,0.02861238277273691,-6.308704291122617e-06,2.496393389010398e-11,-2.497342102683762e-12
80,80,3.5781415566307262e-06,41,0.9130512500433433,0.02732350546918954,1.3331749523921822e-06,-1.3899765954878937e-08,5.1969400176675866e-12
81,81,8.547569055869995e-06,84,0.556476695377727,0.030912069724237587,-9.933733255843383e-06,-3.0987740157445286e-10,-3.25757435577704e-13
82,82,1.4749715723015225e-05,501,1.016537010341864,0.02698630393619879,-3.0788935420464636e-07,-8.375211237542305e-09,1.4662644622991407e-12
83,83,9.972033535176786e-06,263,1.0135312053231194,0.02711389348421541,-2.137070181687091e-08,-1.0488943101531274e-08,3.3164876213523928e-12
84,84,9.878357659496726e-06,62,0.5843529986219516,0.030098044719352603,-7.078386373537983e-06,-2.7121599636099077e-09,-2.3936072880115288e-14
85,85,2.1659029626550657e-05,501,0.9476103819750218,0.02834373028083644,-5.8985215390553585e-06,-3.9515523312384744e-10,-2.210885189195572e-12
86,86,9.96038719932158e-06,125,0.9697649937636764,0.02733330249929488,-5.75066332600162e-07,-9.261101672636713e-09,2.3165433078778998e-12
87,87,0.0002522890865408181,501,2.5114031207604466,0.01990795753269407,5.3364184220548864e-06,1.2953873533825536e-11,-7.202493807226774e-12
88,88,9.597385804181321e-06,38,0.5140874112901234,0.031229216345612706,-1.0644889944674826e-05,2.039606867684915e-11,-1.3054589149966437e-13
89,89,9.613281353048177e-06,191,1.0167348334292048,0.02693668971613296,4.7089849601412693e-07,-1.036773488935217e-08,2.7901439034049613e-12
90,90,2.513472351193547e-05,501,1.134328860445512,0.026432968629562077,-1.545437115935229e-07,-6.734446937206188e-09,3.470747519683374e-14
91,91,9.41537039207308e-06,205,1.0163881675091302,0.027119076536717215,1.9152348863364464e-08,-1.0239007559706023e-08,2.932936674700135e-12
92,92,2.5253436360655438e-05,501,1.1639114407959046,0.026316083417661718,-1.0911241593041717e-07,-6.7297397735320264e-09,1.1238903842971391e-13
93,93,9.953197543165288e-06,331,0.9725950012173393,0.027398408682255147,-1.026950186248617e-06,-8.47248609683144e-09,1.95450428985305e-12
94,94,3.618864359297212e-05,501,1.0936444600304585,0.027330668827448074,-4.350782594272886e-06,-4.2717554889942036e-11,-3.3939051723553267e-12
95,95,3.7613858178372265e-05,501,1.20831924925748,0.026698478444427663,-2.83215259895322e-06,-1.939464075118329e-09,-2.439562327832447e-12
96,96,0.00030911222526416074,501,2.7710267354464593,0.017495908888940714,9.762617323400568e-06,-5.035778195744356e-11,-9.801803215314078e-12
97,97,9.943468952433668e-06,31,0.4865062049756538,0.03133694871114583,-1.0773111752933642e-05,-4.0569361117330556e-11,2.7528100753926555e-14
98,98,5.970532938782854e-06,119,0.20872219124263736,0.0326644423963105,-1.2068736785108251e-05,1.183958635846136e-11,1.4722533732335476e-14
99,99,9.144041731367791e-06,205,0.9801845118051448,0.027174792566774485,-2.9578460072739735e-08,-9.950382909346063e-09,2.6932162599524255e-12
100,100,2.2480581242272403e-05,501,0.9797925379637353,0.02806398004771591,-5.160949138825412e-06,-1.0700045215513393e-09,-2.052979717095807e-12
101,101,7.749081968237085e-06,34,-0.020121693832169118,0.034056153863114384,-1.4269151918629159e-05,-2.0853741831596955e-11,1.2678148959257223e-12
102,102,9.737712426292502e-06,376,0.9933981889719058,0.027067147180507175,1.5349449333963604e-07,-9.952294380522284e-09,2.5702767475748696e-12
103,103,9.765477637112506e-06,189,0.17534874922507648,0.032160920301646835,-7.821313988980785e-06,-8.597938776395044e-09,5.068249486766404e-12
104,104,9.900947320989284e-06,59,0.07762583672376869,0.033206599349070415,-1.2944284259272218e-05,6.595506472148703e-10,-3.5000670481814306e-14
105,105,0.0003361801032959173,501,4.376659679758688,0.003303310636431552,5.2400272255264306e-05,-5.2991003338505685e-08,1.3221797846880968e-11
106,106,1.5256074276843224e-05,501,1.0497439850542154,0.026790421183502982,1.3350504040241597e-07,-8.76648650203761e-09,1.5823022622688821e-12
107,107,5.303656001877558e-06,26,0.4729536441904621,0.03135660553661791,-1.0640794419919225e-05,4.3924839667624016e-11,-2.7103152283096444e-13
108,108,9.604873630641582e-06,193,0.9822225228712763,0.027182871251249047,-3.556948012843794e-08,-9.819030331894347e-09,2.5006187676282754e-12
109,109,3.0753785385176865e-05,501,1.0842065072856677,0.027441066050167596,-4.413534609824413e-06,-7.337872528961539e-10,-2.647060713002911e-12
110,110,8.954448253523048e-06,34,0.011889535274761269,0.03367976271392106,-1.3848026919689763e-05,1.1073875309310098e-09,-5.3047653439418374e-14
111,111,0.000694189370689262,501,3.376518037654926,0.016744085464450394,-1.6410365700031223e-08,2.3794559571125654e-08,-2.3975341908665328e-11
112,112,0.0004665511849717112,501,4.002587467272151,0.006919281667152669,3.814597771272226e-05,-2.9458340538917404e-08,3.109517561887163e-13
113,113,8.18162228928786e-06,28,0.7517418099933355,0.028350370661945967,-1.0607915271010877e-08,-1.4627155703802884e-08,6.684384993334557e-12
114,114,9.748453283700748e-06,38,0.1077502830536964,0.033027318222142645,-1.230507066903209e-05,-1.533982381538832e-11,2.361280136247053e-14
115,115,4.0543093301289676e-05,501,1.284898246817973,0.02618595994451646,-9.22353449763945e-07,-4.994050889998373e-09,-7.865954500520909e-13
116,116,8.133924711787308e-06,29,0.11081192183721573,0.03305252920349591,-1.2717699897165554e-05,5.121460301895776e-10,-1.0690275406680566e-13
117,117,2.2666661319564146e-05,501,0.9464032557436379,0.02832279904487643,-5.983440148435873e-06,-1.5786861893510948e-11,-2.5224331949152558e-12
118,118,1.4058085856037349e-05,501,1.0556986685991894,0.0268985539618832,-2.9292498549250676e-07,-8.447740793107073e-09,1.5814628551925736e-12
119,119,2.6990073763384538e-05,501,1.204476943409553,0.026140674443436568,3.265174088154854e-08,-6.663001865049672e-09,2.918023813584751e-14
120,120,0.0004501885865970855,501,3.9255338660525094,0.009613697162090873,3.0065931826435072e-05,-2.3095037863175292e-08,-1.9790691952458285e-13
121,121,9.507235180627362e-06,188,0.9495895962966654,0.02735285393635314,-4.85763208963919e-07,-9.292671850404043e-09,2.312048342410599e-12
122,122,5.09964472071776e-06,14,0.34893129900289227,0.03204459447710382,-1.1349336085007263e-05,-1.1080586915477706e-10,-1.1320243941319395e-14
123,123,9.977810808087799e-06,206,0.9548342811332289,0.02754202945556837,-1.1695950740127342e-06,-8.566952196753994e-09,2.0264984504947027e-12
124,124,8.033652133640382e-06,66,0.8651297287061344,0.028027138455774078,-2.211433565790575e-06,-7.555685192398492e-09,1.70573622098034e-12
125,125,0.00045121348057167485,501,3.261851930311169,0.01448714940033593,1.4110448052222813e-05,1.6937848356946154e-11,-1.1707660659706377e-11
126,126,0.0002882065184697462,501,3.2495589428109675,0.012740040675401134,2.521586227227228e-05,-2.032730142879072e-08,-6.666568898067535e-13
127,127,0.0003133141038514576,501,2.794144384887406,0.01743579491562881,9.793130062233362e-06,-1.4939293068599133e-11,-9.794192785638823e-12
128,128,2.94091583914547e-05,501,1.2447098708429964,0.02608255353763856,-7.984385420354344e-08,-6.423937667900859e-09,-4.883445537643037e-14
129,129,2.965255209466587e-05,501,1.0402178839707752,0.027732919794911524,-5.090403746611622e-06,-1.0808769724575232e-11,-2.960295091263551e-12
130,130,1.3759055927828807e-05,501,1.0821433155246991,0.026715503763619915,2.05772653663583e-07,-9.217899181483459e-09,2.0357860176883776e-12
131,131,9.934733636979454e-06,378,0.9685289160825861,0.02741841681768579,-1.0899462985069039e-06,-8.463312221412182e-09,1.9949048437629405e-12
132,132,2.20330356669209e-05,501,0.9853084979139225,0.02709842129525063,-9.306006660607465e-08,-9.872509450982322e-09,2.613124650113426e-12
133,133,0.00037675428049654974,501,2.582307156592285,0.015717380039014267,2.1921586183678754e-05,-2.0529768205976696e-08,-1.2018584451626752e-14
134,134,2.5878803676909234e-05,501,1.1512849655983008,0.026357232506200277,-1.1222339798343288e-07,-6.7426967246057766e-09,3.198494124020729e-14
135,135,9.585937766177366e-06,49,0.07795966377807757,0.033204509342461545,-1.2747888262638268e-05,3.5088972113191236e-10,4.1015149172510786e-14
136,136,8.980330258919154e-06,47,0.14585490169648574,0.03288229567448207,-1.212665767056099e-05,-4.563990191162824e-11,-1.908397512834488e-14
137,137,7.241958655962517e-06,211,0.9130119876428535,0.027709760429931143,-9.070691664599453e-08,-1.2211143637326251e-08,4.621030205049441e-12
138,138,2.6253928705599732e-05,501,1.1980870189728514,0.026221718519546244,-9.210075714233391e-08,-6.614747458654859e-09,1.4827073868722657e-14
139,139,2.378439644042742e-05,501,1.136013417500595,0.026681303719307877,-1.0487821537875227e-06,-5.871078739231039e-09,-1.6482236832793816e-13
140,140,9.92330316395996e-06,40,0.11343200211290061,0.03296336430038887,-1.2235752062885092e-05,-2.523518224589535e-11,1.2239940342092002e-13
141,141,1.0753444144358077e-05,501,0.7010090019820027,0.029730137171760436,-7.964593081617812e-06,8.813345266586297e-11,-1.751934445861165e-12
142,142,9.711240107805853e-06,36,0.2937223414941653,0.03231347185285064,-1.1912479582992123e-05,1.1696496411449898e-11,1.3332725980305272e-13
143,143,7.2679991117674275e-06,42,0.24134634493769014,0.03221128084332292,-1.1407607350657938e-05,3.240495435659375e-10,-4.976754602214927e-13
144,144,9.408872883789621e-06,25,-0.022687446990758357,0.03396757066624871,-1.4442498624047398e-05,1.194805114520241e-09,3.3358454947326864e-13
145,145,4.9094253791122125e-05,501,1.4879027183232603,0.02404637602780664,4.516748387796747e-06,-9.479867128545164e-09,3.1163543413922344e-14
146,146,9.882380782083756e-06,111,0.9738624716334635,0.027417880685888674,-1.118612368899261e-06,-8.486076281431667e-09,2.0516977144375992e-12
147,147,2.110557441428585e-05,501,1.1210069212959008,0.026677947992269635,-8.003724673230373e-07,-6.549345113167301e-09,3.1522077976560313e-13
148,148,9.235553554605107e-06,409,0.6561879373793261,0.03015582377435814,-8.650402408226212e-06,-1.567644189612671e-11,-1.279317451069116e-12
149,149,7.573821200782647e-06,39,0.376260651851045,0.03121469554138807,-8.083601555733066e-06,-5.338973238552629e-09,2.9307592849773075e-12
150,150,9.002382584349524e-06,497,0.6152911610220303,0.030217803216024488,-8.52411809311281e-06,-3.90065540948321e-10,-9.985638601230159e-13
151,151,9.913476125938417e-06,169,1.0091280202920352,0.02713326768499604,-2.433276110661729e-07,-9.637392317784497e-09,2.62603570960959e-12
152,152,9.361168927459258e-06,34,0.05495372266949117,0.033389063424332864,-1.326453037340325e-05,1.8889187492151494e-10,6.348585354618128e-13
153,153,2.5663610301952304e-05,501,1.1365732521338654,0.02637973972805416,-3.606504982208991e-08,-6.831446457696116e-09,5.971687649640479e-14
154,154,9.58145742915369e-05,501,1.6467047593952508,0.024109189345885254,1.921164718699098e-08,2.8992804262776194e-10,-5.52922535533964e-12
155,155,2.253292159579023e-05,501,1.1191192770752516,0.026903482118846363,-1.7909020471459135e-06,-5.3668726692869014e-09,-7.117272757797641e-14
156,156,9.982851598105847e-06,29,0.12237089865543806,0.03291743502779557,-1.2157048311992326e-05,-2.2900090808377208e-11,-4.697171207961708e-14
157,157,0.0001405890228595707,501,1.9694728955159897,0.02253495626779714,2.2958144407294825e-06,-2.0813723548576502e-10,-6.19209940904821e-12
158,158,3.6577181665201015e-05,501,1.133679512828543,0.027130348498414256,-3.94156606231561e-06,-5.831696975266482e-10,-3.0097857686450135e-12
159,159,9.502017546895824e-06,237,0.9802110119021326,0.02728585778997868,-3.2771738416647497e-07,-9.61742552074028e-09,2.5137587678952234e-12
160,160,9.94557364504057e-06,272,1.0114235913687046,0.02714783505234749,-1.8216528726590793e-08,-1.0131637896895346e-08,2.8574253985835134e-12
161,161,4.23631915822214e-06,33,0.1729063789322643,0.033021957572786094,-1.3214272054648252e-05,1.070263775140027e-09,-3.691476490552668e-14
162,162,0.0004970753277316442,501,2.887798559952651,0.018444123504307193,4.0705926610266297e-07,1.8613124620338233e-08,-2.043286211171195e-11
163,163,9.516270706419237e-06,394,0.9559402559795771,0.027405354226744904,-6.505601163342517e-07,-9.152784542150302e-09,2.2314082538793837e-12
164,164,2.4035674023802554e-05,501,1.0794408134907008,0.026905988515953175,-9.84278044849369e-07,-6.307479786965416e-09,1.061084035473705e-14
165,165,1.3012580272681808e-05,501,1.2728558733904989,0.02500414655595779,5.522708007725377e-06,-1.5916702977190654e-08,4.970651579673787e-12
166,166,4.9267438576355245e-06,55,0.309007473800394,0.032354840398674145,-1.2001819837063887e-05,4.761936276828819e-11,2.608386000685793e-13
167,167,2.079200598292018e-05,501,1.1192042210397717,0.026741031680735813,-9.080656624239428e-07,-6.561068929704774e-09,3.537659574389765e-13
168,168,2.8794915198447506e-05,501,1.1704036717817925,0.026239152812465184,3.2188588589116714e-08,-6.475361770132386e-09,-2.4134826182403626e-13
169,169,0.0003905524733551029,501,3.799944169801539,0.009760876098291049,3.00650945342956e-05,-2.3101854732777335e-08,-1.7871037545241775e-13
170,170,3.972013621873481e-05,501,1.313182281368663,0.025427896065880265,9.427336122534374e-07,-6.566402261224946e-09,-3.6142810635254603e-13
171,171,9.823802517594854e-06,230,0.6919869955589075,0.02828554244901219,-2.2866816985960105e-08,-1.3087836005240123e-08,4.949772855003813e-12
172,172,5.621262419222332e-06,25,0.2909065444637981,0.03226447540448752,-1.1805295012119437e-05,1.043937128632616e-10,1.9536329530315655e-13
173,173,9.460253752104396e-06,111,0.8853956690103533,0.027985901125822086,-2.4989889737103966e-06,-6.862830918648739e-09,1.2975030322853147e-12
174,174,3.4601653132593964e-05,501,1.1333664834308146,0.02734675684906998,-4.567878352201049e-06,-3.796625776466306e-10,-2.8256927630814912e-12
175,175,3.3880278881439684e-06,30,0.3336333032867915,0.031856237922070735,-1.0964354473644453e-05,3.2183030466092794e-11,-4.0411564458054594e-13
176,176,2.2574909546892847e-05,501,0.7361338946034859,0.02965295981348026,-8.033428487593293e-06,-6.720766927773806e-11,-1.2620914162700884e-12
177,177,5.169786672214133e-06,51,0.41262132014084474,0.03136545841955164,-1.009594159359555e-05,-5.129095599003111e-11,-7.869169280165455e-13
178,178,7.6158831231294996e-06,56,0.0559912698550822,0.03348515448864489,-1.3551934369068733e-05,4.66309053442496e-10,5.808868277893972e-13
179,179,2.7183291121979747e-05,501,1.063202475204717,0.02761384371584666,-4.551157170645281e-06,-1.3513932470471263e-09,-2.008404064846728e-12
180,180,9.190543200452563e-06,36,0.4790085771400625,0.03147560999779614,-1.0951384709710117e-05,1.997286991231962e-11,-2.2599580765812633e-14
181,181,8.177750083396838e-06,32,0.8875176273111854,0.027536132525565943,7.526337804907517e-08,-1.0878138005869062e-08,3.2140701190894778e-12
182,182,6.279472730934716e-06,34,0.07548197959138238,0.033296700469470496,-1.2939923028176616e-05,-1.2213999201039725e-10,6.246700423987351e-13
183,183,3.680757741299908e-06,22,0.27699059520816144,0.03217526425788242,-1.147564711968315e-05,-2.3189084821427798e-11,-4.531962385266227e-14
184,184,8.594194023504266e-06,31,0.18172080438140228,0.03257376974282011,-1.1793073473544293e-05,-2.191767237285522e-11,3.467382750154473e-14
185,185,9.96707159095204e-06,73,1.0057764383721355,0.027176687406100453,-4.1582357499034454e-07,-9.350071798519182e-09,2.4554801424724056e-12
186,186,0.0004761031823621606,501,3.2747967301714342,0.013949353733284667,1.644859336851349e-05,-2.132419457057149e-09,-1.1552063023085268e-11
187,187,9.790173854418703e-06,348,0.929474470557757,0.027607489512254477,-1.2827532675608322e-06,-8.267190063050547e-09,1.830785446418194e-12
188,188,9.878912919057552e-06,69,0.9717943535568665,0.027282660832280023,-5.647673774353016e-07,-9.152077397755817e-09,2.292812059316465e-12
189,189,9.638727835996024e-06,287,0.9085987258188959,0.02789534156415379,-2.3399479834364654e-06,-6.9709926378191345e-09,1.310916779230968e-12
190,190,2.198620547294297e-05,501,1.0610298747789215,0.027413692732902624,-3.236546731095811e-06,-3.703766393203088e-09,-7.342957056436167e-13
191,191,9.150947694138428e-06,201,0.9714808590777,0.027173713507122832,2.547946460513816e-08,-1.0006804462289326e-08,2.6564894399046187e-12
192,192,1.827970183901821e-05,501,0.8392213922725958,0.028804278258214095,-6.487351860238384e-06,-3.2574276540144437e-10,-2.0474885862304557e-12
193,193,7.83673762933903e-06,19,0.1800665862632177,0.03312767120797888,-1.3057749829530325e-05,-1.7170017641798323e-11,7.047270740199029e-13
194,194,2.5320448525383573e-05,501,1.1565021124098,0.026360290588149822,-2.6083431692951752e-08,-6.870897968439291e-09,9.982823448947492e-14
