iteration,seed,algorithm,final_objective_value,n_iter_opt,x0,x1
60,60,DE,6.0960500083735e-09,265,0.9999536091239707,0.9999009403231208
61,61,DE,2.0935230377485024e-09,326,0.9999622475218425,0.9999219113704244
62,62,DE,3.191163829219727e-09,359,0.9999620268093159,0.9999198727160151
63,63,DE,7.896747867990026e-09,343,1.0000583283410363,1.0001099559418918
64,64,DE,4.3950440670504595e-09,372,0.9999369380522278,0.9998759251602615
65,65,DE,5.7752705618024336e-11,353,0.9999931661542237,0.9999866647894661
66,66,DE,6.516786887209904e-09,339,1.0000802712038606,1.0001596925760097
67,67,DE,8.692683764678636e-09,341,0.999906813640766,0.9998139357354311
68,68,DE,2.7387372096597494e-09,347,0.9999927447151501,0.9999803067249367
69,69,DE,4.879453384658393e-09,332,1.0000485644637287,1.0000921103834088
70,70,DE,8.895525505762059e-09,384,1.000022681952223,1.0000545192288819
71,71,DE,5.637657804462775e-09,360,0.999927953030376,0.9998580252334771
72,72,DE,1.0922061688682027e-09,389,1.000024830145118,1.0000474799206138
73,73,DE,5.273931897746919e-09,317,1.000071149266274,1.0001437586336193
74,74,DE,3.883507300564846e-09,453,1.0000010483005095,1.0000083274996188
75,75,DE,9.971875442928702e-09,298,0.9999595267904441,0.9999099262569516
76,76,DE,6.371293172569546e-09,311,0.9999708941607437,0.999934356710569
77,77,DE,5.469310214012529e-09,393,0.9999955616014347,0.999983741074621
78,78,DE,1.3903107064779077e-10,366,1.0000103783114231,1.0000213163886893
79,79,DE,2.114717638041563e-09,311,0.9999540686512434,0.9999079151614355
80,80,DE,1.6532921405319874e-09,317,0.9999654631527534,0.9999287815758351
81,81,DE,3.4277844301663324e-09,383,0.9999657562596217,0.999936262534552
82,82,DE,8.660365135556172e-09,369,1.0000545621244818,1.0001015884331763
83,83,DE,1.7291556834259511e-09,346,0.9999726193899751,0.9999421099004717
84,84,DE,3.7795766223076934e-09,332,1.0000450590324246,1.0000943025109976
85,85,DE,9.585489665525129e-09,350,0.999919594332527,0.9998447812005722
86,86,DE,6.163891197238018e-09,385,0.9999926120264673,0.9999774079006077
87,87,DE,4.653192938497922e-09,323,0.9999357355074568,0.9998691876397858
88,88,DE,5.908650034509892e-09,308,0.9999375039697849,0.999879487218204
89,89,DE,6.756673757820709e-09,419,1.0000800273301909,1.0001581840986384
90,90,DE,1.6182039572415192e-09,299,0.9999609293761557,0.9999228178293963
91,91,DE,3.906604417894842e-09,368,1.0000525809675989,1.0001017855783774
92,92,DE,1.8164455889316208e-09,331,1.0000382892226907,1.000078451758167
93,93,DE,7.635541973840629e-09,337,1.0000753144693362,1.0001550654942424
94,94,DE,8.952831691908562e-09,288,0.99990839948154,0.9998144363271434
95,95,DE,3.971250549688318e-09,365,0.9999406863807523,0.999879247559052
96,96,DE,3.780410699397993e-09,338,1.0000461095768982,1.0000962886102396
97,97,DE,5.835325488202096e-10,311,1.0000162489003728,1.000034285537249
98,98,DE,2.2023478510656445e-09,308,1.0000469078231597,1.000093959408575
99,99,DE,8.901740314869221e-09,342,0.999980185711904,0.999969596313312
100,100,DE,3.952290568248032e-10,305,1.0000053482904931,1.0000087818645798
101,101,DE,4.1782795962555974e-09,320,1.0000226149129314,1.0000512857855128
102,102,DE,2.274950488904361e-10,363,0.9999958234547349,0.9999901976114938
103,103,DE,8.50810481235463e-09,264,1.0000193121928223,1.000047644261929
104,104,DE,5.001435583601309e-09,366,1.0000657562094368,1.0001289137511966
105,105,DE,5.641644495207517e-09,346,0.9999295870816785,0.9998565644216808
106,106,DE,4.979797191560295e-09,299,0.9999359831250597,0.999869001111148
107,107,DE,9.359816081180528e-09,347,0.9999252729914457,0.9998566962315921
108,108,DE,5.0471020098827006e-09,363,1.0000652218468509,1.0001276315443826
109,109,DE,2.1121477382150223e-09,392,1.0000227463554405,1.0000494866617033
110,110,DE,5.590353543187596e-09,342,0.9999354432186205,0.9998746625744916
111,111,DE,9.083229082048003e-09,328,1.0000782032031024,1.0001509650563822
112,112,DE,7.983530403561462e-09,357,1.0000795907076947,1.0001632483530454
113,113,DE,8.205134703205837e-09,343,1.00001932707533,1.0000475041563137
114,114,DE,8.858125586692137e-10,334,1.0000178356289042,1.0000332889242436
115,115,DE,8.076848710587804e-09,318,1.0000896292639463,1.0001786074425296
116,116,DE,4.119928391008309e-09,396,1.0000019251091277,0.9999974344427057
117,117,DE,4.838213969477722e-09,330,0.9999536968179737,0.9999125863765296
118,118,DE,5.2005888385790786e-09,309,0.999989941611766,0.9999870243454039
119,119,DE,7.916559192227418e-09,285,0.9999128581021041,0.9998239269984769
120,120,DE,5.664804527242955e-09,362,0.9999946514529208,0.9999968103957847
121,121,DE,2.191764058951557e-09,355,1.0000418891079044,1.0000816893564863
122,122,DE,5.964839016693884e-10,339,1.0000063143382125,1.0000149879810851
123,123,DE,9.915954151318328e-09,358,1.0000995788285991,1.0001991570630773
124,124,DE,8.177856154227626e-09,339,1.0000897664732804,1.0001784463063161
125,125,DE,6.557317556094636e-09,369,0.9999203760727668,0.999839284213588
126,126,DE,9.265848015051641e-09,338,1.0000334515501137,1.00005787823352
127,127,DE,6.930775840741732e-09,381,1.0000045934301651,1.0000008744351954
128,128,DE,7.551017327567574e-09,334,0.9999487646305378,0.9998905133718774
129,129,DE,8.596155827098855e-09,321,0.9999696120522094,0.9999304656166466
130,130,DE,3.8909365951111926e-09,305,1.0000600668162796,1.0001184552352986
131,131,DE,4.3634933323135716e-09,381,1.0000428782806734,1.0000907832843489
132,132,DE,3.3972852803913425e-09,339,1.0000323240130748,1.0000597988715532
133,133,DE,4.502503420432111e-09,342,1.0000284239482988,1.0000507703967083
134,134,DE,5.202531772065239e-09,385,1.0000613507494505,1.0001264981737212
135,135,DE,1.2106592281360005e-10,319,1.0000108709493165,1.0000219119692677
136,136,DE,6.136512483721889e-09,340,1.000056302275336,1.0001180543400061
137,137,DE,2.8191633894019526e-09,348,1.0000338627658263,1.000063637086086
138,138,DE,4.440928244862894e-09,370,0.9999829997046612,0.9999595561603266
139,139,DE,8.258170407090227e-09,379,1.0000327379928309,1.0000739543177457
140,140,DE,4.7940617174322354e-09,318,0.999985385833562,0.9999775398108517
141,141,DE,6.157683192929488e-10,259,1.0000151006703502,1.0000321706753155
142,142,DE,5.106100428359227e-09,331,1.0000683304367042,1.000138756120961
143,143,DE,9.330840951775309e-09,402,1.0000127933138023,1.0000160122562594
144,144,DE,6.529335228761024e-10,314,0.9999745324365853,0.9999488572734397
145,145,DE,2.975538576079444e-09,339,0.9999534136099998,0.9999096670774531
146,146,DE,3.617433686432018e-09,355,0.9999608250648279,0.9999262153888416
147,147,DE,1.1641564388593151e-09,341,0.9999778321364085,0.9999530710366766
148,148,DE,2.496692674364926e-09,353,0.9999754976467508,0.9999466412097685
149,149,DE,9.935535821702994e-09,304,0.9999037980507163,0.9998049962936272
150,150,DE,4.196326014288037e-09,343,0.9999370364046102,0.9998755996382704
151,151,DE,6.462814261125289e-09,357,1.0000501525420025,1.0001065905418987
152,152,DE,4.021228516077264e-09,365,1.0000092298447913,1.000012185989248
153,153,DE,5.375338577942596e-09,368,0.9999266892929022,0.9998534777047445
154,154,DE,7.022131410483048e-10,321,0.9999752219161225,0.9999495049798585
155,155,DE,6.5913196791514274e-09,258,0.9999316685635148,0.9998677260116144
156,156,DE,7.597419293177689e-09,358,0.9999419894353416,0.9998774767046614
157,157,DE,8.314782709620511e-09,377,1.0000189090121234,1.0000288980499819
158,158,DE,3.3698537874845947e-09,357,0.9999710398996564,0.9999471117078423
159,159,DE,4.19657650216086e-09,317,1.0000191804139782,1.0000321735563742
160,160,DE,6.512503975368906e-09,382,0.9999838070965279,0.9999755203352628
161,161,DE,9.576349832319998e-09,328,1.0000128943035063,1.0000160882131013
162,162,DE,5.353671305950702e-09,347,1.0000633195814892,1.0001303096446388
163,163,DE,9.608570849605064e-09,372,1.0000098650928366,1.0000099777188214
164,164,DE,8.990171115252504e-09,353,0.999973375166055,0.9999376508820191
165,165,DE,1.64255522933384e-09,302,1.000040215389509,1.0000809351653874
166,166,DE,8.404509418903205e-09,344,0.9999103469924625,0.9998226173493432
167,167,DE,2.074521746441853e-09,365,1.0000218615124654,1.000047719245615
168,168,DE,2.669700521953155e-09,333,1.0000427503395475,1.0000826005952639
169,169,DE,4.342758922919253e-09,383,0.999935284544451,0.9998693296181322
170,170,DE,8.319231311354559e-09,344,1.0000679583196246,1.0001420047583058
171,171,DE,7.5377155860927e-09,358,0.9999788440707961,0.9999492682909251
172,172,DE,8.45610251584012e-09,400,1.0000560529958924,1.0001193989651116
173,173,DE,7.064372129600838e-09,366,1.000001240831494,1.0000108857304881
174,174,DE,2.723575613870887e-09,298,1.0000419708321049,1.0000808417731908
175,175,DE,9.989368728540806e-09,401,1.0000839013348972,1.0001732410393886
176,176,DE,3.791940109907492e-09,337,0.999945529101939,0.9998939332109535
177,177,DE,3.988840145060254e-09,349,1.000040262485614,1.0000853925684539
178,178,DE,1.9459357531247073e-09,297,1.0000269155225,1.000057326752137
179,179,DE,3.1021470432670873e-09,221,0.9999781732409063,0.9999512227610822
180,180,DE,6.9664633408523715e-09,352,1.0000591270219066,1.0001123664799632
181,181,DE,4.754222084522504e-09,356,1.0000682477871679,1.0001355180832723
182,182,DE,7.772960152151345e-09,366,1.0000842050758167,1.0001710296459234
183,183,DE,9.656404139543426e-09,313,1.0000185117449423,1.0000273730712321
184,184,DE,2.1309632225258863e-09,304,0.9999973550562906,0.999999318771761
185,185,DE,4.088045625529243e-09,345,1.0000121615451814,1.00001804618287
186,186,DE,1.7028813571108664e-10,284,1.0000089057363484,1.0000187653653858
187,187,DE,7.523300725373117e-09,327,1.0000838571771578,1.0001699378577817
188,188,DE,9.661970389165333e-09,284,0.9999528206205217,0.9999142667357729
189,189,DE,5.367374368147995e-09,363,0.9999291232954023,0.9998601059797384
190,190,DE,4.814081775567645e-09,344,0.9999788594414146,0.9999643277777989
191,191,DE,3.1238409073004365e-09,357,1.0000297844092816,1.0000548402978138
192,192,DE,7.370033630601869e-09,340,0.9999253991716457,0.999855052143549
193,193,DE,8.792535607109017e-09,335,0.9999775431046886,0.9999641906817582
194,194,DE,9.652592706589226e-09,377,0.9999380405217668,0.999868460175458
195,195,DE,8.083059370437676e-09,407,0.9999867021280179,0.9999822961289792
196,196,DE,1.2939718167119526e-09,310,1.0000151781738804,1.0000270952979378
197,197,DE,9.258261647154455e-09,348,0.9999217705855211,0.9998491494515002
198,198,DE,9.502429781241262e-09,316,1.0000951880813704,1.0001882836551776
199,199,DE,3.2877869019200187e-09,330,1.0000367462468378,1.0000778955484562
200,200,DE,5.259220069876271e-09,312,1.000071648438523,1.000144423265766
201,201,DE,8.244315861774764e-09,368,0.9999841416372283,0.9999593432640957
202,202,DE,2.6676792568312667e-09,341,0.9999959594822907,0.9999970681104196
203,203,DE,2.5026092504820607e-09,324,0.9999849284861991,0.9999650870226944
204,204,DE,3.6366753677243134e-09,324,0.9999423960667737,0.9998865800028094
205,205,DE,7.488212135568434e-09,354,1.0000305180847975,1.0000691345441473
206,206,DE,6.338006814995047e-09,318,1.0000789063635511,1.00015676163309
207,207,DE,6.453604088813683e-09,377,0.9999239808329557,0.9998505649250095
208,208,DE,1.244267338994558e-09,325,0.9999694185299413,0.9999405959513883
209,209,DE,2.843435023552166e-09,326,1.0000256671868326,1.0000560090356188
210,210,DE,2.672920387791858e-09,319,1.000043574673759,1.000089933634084
211,211,DE,8.460379620067826e-09,337,1.0000709842455633,1.0001478229884133
212,212,DE,2.6674976985634545e-10,272,1.0000155509978799,1.0000316013992383
213,213,DE,8.132250172761071e-09,412,0.9999105833212236,0.9998223447135537
214,214,DE,9.26849870349688e-09,355,1.0000960043352596,1.0001912990945103
215,215,DE,9.285116531873857e-09,338,1.0000069215637735,1.0000042321357159
216,216,DE,8.89344935197332e-09,326,0.9999302688881568,0.9998541936062223
217,217,DE,9.476905789103223e-09,323,1.000084586608828,1.0001739990978964
218,218,DE,9.854737414135842e-09,379,0.9999577634270812,0.9999245124064102
219,219,DE,9.093941501438576e-09,352,0.999906823199002,0.9998156849204491
220,220,DE,8.479390376407728e-09,386,0.9999622121763572,0.9999160284770424
221,221,DE,5.242320291015728e-09,418,1.0000227757601605,1.0000386792048228
222,222,DE,6.041009935793689e-09,348,1.0000740396479242,1.0001504493928473
223,223,DE,5.66711692879196e-09,372,1.0000703866838694,1.0001434482127758
224,224,DE,2.406016490463101e-09,350,1.0000241900999538,1.0000441136366593
225,225,DE,9.39128794724464e-09,323,1.0000147563771105,1.0000390908304388
226,226,DE,1.2154340075789148e-09,355,1.0000347326567545,1.0000697677932033
227,227,DE,6.758757135903769e-09,314,0.9999626671293298,0.999918011026881
228,228,DE,8.390368419525186e-09,364,0.9999128058583001,0.999828425651674
229,229,DE,8.420780955139598e-09,322,1.000077381508768,1.0001498365789967
230,230,DE,9.00291315188536e-09,229,1.0000141046776816,1.000037592502253
231,231,DE,5.597447468242405e-09,353,1.000016673110547,1.0000260530397889
232,232,DE,5.3401102254113356e-09,314,0.9999958518650349,0.9999844079243612
233,233,DE,8.210469179677824e-09,361,1.000087650960647,1.0001730122614387
234,234,DE,9.177258688872609e-09,373,0.9999058441063695,0.999809930934296
235,235,DE,4.8043982107531394e-09,311,1.0000632034730375,1.000123565384206
236,236,DE,7.883087777693141e-09,338,0.9999188613340595,0.9998413342546077
237,237,DE,2.493265990020063e-10,367,1.000001950982818,1.0000054688780708
238,238,DE,6.9477111523990175e-09,330,0.9999981990998793,1.0000047315504152
239,239,DE,4.173529456550246e-09,343,1.0000446787447754,1.0000940256825028
240,240,DE,9.335335390179432e-09,319,1.0000493722532438,1.0001070521930495
241,241,DE,1.3671904561146837e-09,295,0.9999768177462283,0.9999507554508237
242,242,DE,4.2230986298755485e-09,333,1.0000271718064457,1.000060247563514
243,243,DE,2.924736350493351e-10,321,0.9999947961073348,0.9999912213308703
244,244,DE,2.839748040595396e-10,371,0.9999864467233956,0.9999718922139991
245,245,DE,3.1155217345909836e-09,327,0.9999467595818285,0.9998951982428339
246,246,DE,2.491072309801312e-09,332,0.9999567959219063,0.9999160926700803
247,247,DE,8.267258334914865e-09,336,1.0000653239504385,1.0001243275812837
248,248,DE,1.3003443379370856e-09,375,1.0000317081232806,1.0000616998724043
249,249,DE,1.09198411965155e-09,343,0.9999720002118477,0.9999422462262504
250,250,DE,7.969148676630536e-09,357,0.9999107675233108,0.9998218021186961
251,251,DE,4.427485707678655e-09,348,0.9999503943880994,0.9998963564100016
252,252,DE,9.064287526745456e-09,278,1.000080637453008,1.0001663429187617
253,253,DE,6.60536855867793e-09,401,1.0000802167989162,1.0001617463010324
254,254,DE,2.5545304327540514e-09,311,0.9999698350679168,0.999943726421578
255,255,DE,9.971824801455188e-09,355,1.0000412235312317,1.0000733534634563
256,256,DE,6.531221511171219e-09,313,0.9999193495012153,0.9998392224068944
257,257,DE,2.580714802886986e-09,324,1.0000337547085958,1.000063714065494
258,258,DE,3.964661615296673e-09,356,0.9999477699450546,0.9998920259677275
259,259,DE,6.318772951947373e-09,345,0.9999439678456322,0.9998935772443217
260,260,DE,7.3022917760753585e-09,329,1.0000541038231905,1.000114825003355
261,261,DE,8.070617720917812e-09,353,1.0000430370658522,1.0000781902824765
262,262,DE,6.018777638586279e-09,317,1.000059957393919,1.0001248416829953
263,263,DE,2.5458869210441105e-09,341,1.0000502397650293,1.000100014582908
264,264,DE,2.7210402106301204e-09,340,0.9999970613129976,0.9999993307094475
265,265,DE,6.593735465248658e-09,342,1.0000580971614017,1.000110524554949
266,266,DE,4.8493489780913966e-09,359,1.00006181670495,1.0001268435436776
267,267,DE,4.7168911463330994e-09,272,1.0000323456977567,1.0000586338553028
268,268,DE,2.4450833725085893e-09,261,1.0000349685743908,1.0000664422563421
269,269,DE,1.3626335570141106e-09,292,1.0000062356869324,1.0000161097499587
270,270,DE,2.3166539979607573e-09,336,1.0000228800172972,1.0000499951286776
271,271,DE,2.9408440484046225e-09,306,1.0000531205239103,1.0001073349882472
272,272,DE,5.4810950904754025e-09,366,1.0000427560394165,1.0000915579255947
273,273,DE,1.0004486831240373e-09,352,0.9999700786774334,0.9999411837409566
274,274,DE,8.514130458658828e-09,309,0.9999154143261919,0.9998271488107204
275,275,DE,4.861981968593609e-09,337,1.0000235654055583,1.0000405688565368
276,276,DE,2.54209887066002e-09,369,1.0000179196934302,1.0000405524390927
277,277,DE,4.426974318667674e-09,312,0.999989162805852,0.9999717610284385
278,278,DE,7.125646347596712e-09,330,0.9999674365487097,0.9999426621408406
279,279,DE,9.697595183530416e-09,311,0.9999209071211613,0.9998359537172019
280,280,DE,2.3824197105664747e-09,384,0.9999667022038673,0.9999369743769168
281,281,DE,8.535974125255278e-09,316,0.9999676173428637,0.99992658279403
282,282,DE,7.349144240788287e-09,354,0.9999206828423205,0.9998446245636506
283,283,DE,1.6288670107176606e-09,336,1.0000070713784184,1.000018116297269
284,284,DE,6.363180037271106e-09,335,0.9999306172879647,0.9998651754022223
285,285,DE,5.280808880494688e-09,347,1.0000167108941316,1.000026349900312
286,286,DE,5.879160719127773e-09,345,1.0000763128808725,1.0001518865690784
287,287,DE,9.016225572275685e-09,403,0.9999053719214581,0.9998099669709217
288,288,DE,3.0757749741179942e-09,312,0.9999714399005232,0.9999381265703523
289,289,DE,3.998326978461664e-09,315,0.9999395860602998,0.9998773090008586
290,290,DE,1.4833540128212466e-09,337,0.9999974423629248,0.9999987276642216
291,291,DE,8.477222598180443e-09,360,1.0000006212363233,1.000010449446837
292,292,DE,5.801933386016384e-09,344,1.0000719768361392,1.0001464513786613
293,293,DE,4.186345897575398e-09,380,0.9999431681523636,0.9998894322469747
294,294,DE,3.2275225610078127e-09,330,0.9999623098942332,0.9999203703520518
295,295,DE,9.36196664365089e-09,307,0.9999210205952532,0.9998364579557647
296,296,DE,5.63532307512539e-09,375,0.999925050817127,0.9998505308441481
297,297,DE,2.1077893784739336e-09,352,1.0000359968752635,1.0000691454597535
298,298,DE,4.878753544667154e-09,361,1.0000642934749477,1.000131320740345
299,299,DE,4.2546086714693165e-09,338,1.0000454326607082,1.00008618712699
0,0,GA,0.00030312078403984334,501,0.9825920685101952,0.9654580689265728
1,1,GA,6.511214745579242e-05,501,0.9919319294668937,0.9839425119468577
2,2,GA,0.00028114889645427664,501,0.9832329675273612,0.9667595257661451
3,3,GA,0.001437766077209289,501,0.9620965462489119,0.9255251568976348
4,4,GA,0.0003891910019905384,501,1.0197005881587893,1.039893107995912
5,5,GA,9.862060591061871e-06,501,0.9968633474613753,0.9937212131192793
6,6,GA,4.59148184129534e-05,501,1.006770042611473,1.0135573982770851
7,7,GA,0.0038943748395811194,501,0.9375955961196912,0.8790599644543171
8,8,GA,0.0009293772745606724,501,0.9695224528581836,0.939903331306849
9,9,GA,0.00042219174160121055,501,1.0205471780179922,1.0415093196122336
10,10,GA,0.0010550427173860737,501,1.0324814179510289,1.0660193111620606
11,11,GA,0.00034023838346373497,501,0.9815789495415436,0.9634021929567235
12,12,GA,5.5516519103041444e-05,501,1.0074364191107767,1.0149746347776794
13,13,GA,0.0036297253568411975,501,0.9397745429622855,0.8833380458998721
14,14,GA,0.0015812920818384262,501,0.9602391978703039,0.9219984323303433
15,15,GA,3.131985924810079e-07,501,0.9994405465146107,0.9988799555341706
16,16,GA,0.0007398937751350899,501,1.0271921838214895,1.0550545788802537
17,17,GA,0.0008163591715273024,501,0.9714707489134702,0.9435991788680197
18,18,GA,0.0005528676504569551,501,0.9765200367468929,0.9534665232041298
19,19,GA,8.150001838083348e-05,501,1.0090245191879652,1.018154578415143
20,20,GA,0.0007328397510785891,501,1.0270587719634294,1.0547683201512028
21,21,GA,0.0006921412849818424,501,1.0263049508857376,1.05334553789453
22,22,GA,0.00035760298866257303,501,1.0189080243729396,1.0382034958875783
23,23,GA,0.006531316343060656,501,0.9193029031717743,0.8446785681010855
24,24,GA,0.0013447709156422336,501,1.0366711182349688,1.07468683305037
25,25,GA,0.010879505135655318,501,0.8956953890757524,0.8022933115185873
26,26,GA,2.8735900120698086e-05,501,0.9946394245111457,0.9893064422114813
27,27,GA,8.40250394194425e-05,501,0.9908403239122001,0.9817999555948773
28,28,GA,0.0006761094886513788,501,0.974003108112213,0.948629987268734
29,29,GA,0.002316765969400486,501,0.9522855371403699,0.9062145301958879
30,30,GA,0.0007576454973018211,501,1.0275203915463007,1.055745853376174
31,31,GA,0.0022607602140021386,501,0.9525463433860257,0.9070460285433289
32,32,GA,0.0011199059689937486,501,1.0334293148759872,1.0681306440202472
33,33,GA,2.5822920090357813e-05,501,1.0050816075275701,1.0101876775472105
34,34,GA,0.00034261961194541134,501,1.0185099744421575,1.0373604277202282
35,35,GA,4.663650917839801e-05,501,0.9931719527134615,0.9863785779992725
36,36,GA,6.433793684576884e-05,501,1.007992912005055,1.0161168891106755
37,37,GA,0.0009907920181724454,501,0.9685689964235235,0.9379560764427514
38,38,GA,0.003441969961472537,501,0.941333198298496,0.8860661974112832
39,39,GA,8.633455957825172e-06,501,0.9970623416929526,0.9941393295573816
40,40,GA,0.003768335036266497,501,0.9386132622515811,0.8809889697570775
41,41,GA,0.0007571852765290482,501,1.0274997636516734,1.0556583848592294
42,42,GA,0.0009363327442123337,501,1.030593841514115,1.0620645387094467
43,43,GA,0.0006729316165543836,501,0.9740590750232163,0.9487916098704849
44,44,GA,0.004270493784243227,501,0.9346774396531845,0.8734359889533387
45,45,GA,0.0003515109127630461,501,1.0187146225871355,1.0376666188959678
46,46,GA,7.173336239340205e-09,342,0.999999595605452,0.9999907217525817
47,47,GA,0.00022757038602602152,501,1.0150807268307156,1.0303511905672604
48,48,GA,0.000446703418830737,501,1.021132692918067,1.0427455486865498
49,49,GA,0.005767632668771703,501,0.9240566589634436,0.8539298639313991
50,50,GA,3.694936797680831e-05,501,1.0060684637267718,1.0121386658196512
51,51,GA,0.00034242922288349584,501,1.01848730897555,1.0373969360961226
52,52,GA,0.0005395647872366343,501,0.9767740567657246,0.9540528667447565
53,53,GA,0.0005349277691157572,501,0.9769006965842392,0.9544511583708707
54,54,GA,0.002018656930343254,501,0.955071587869547,0.9121925135595386
55,55,GA,0.0034224443482845234,501,1.0585016610728661,1.1204257669612478
56,56,GA,0.00040931289931231033,501,0.9797917001404064,0.9598949502491279
57,57,GA,0.0003320505300983756,501,0.9817778002609032,0.9638832142606354
58,58,GA,0.0012947208213642163,501,1.035982113293183,1.0732498043380396
59,59,GA,0.0001258532746362736,501,0.9887816329604147,0.9776930107524539
60,60,GA,0.0019679387533517063,501,1.0442834459239185,1.090790882547596
61,61,GA,1.0455635485519871e-05,501,0.9967675998375733,0.9935371482768625
62,62,GA,0.0001962232581185013,501,0.9859928971343789,0.9721663959463512
63,63,GA,0.005014968719544718,501,0.9291872316837971,0.8634610615720497
64,64,GA,7.763594005911773e-05,501,1.0088003675830326,1.0177217098406128
65,65,GA,1.4468778779368716e-05,501,1.0038037847928576,1.0076220213368232
66,66,GA,0.0009534098910103574,501,0.9696152724145586,0.9396044294274005
67,67,GA,6.8539093628275855e-06,501,1.0026179570139189,1.0052442183683488
68,68,GA,0.0002628612238418851,501,0.983788319442472,0.9678601062831658
69,69,GA,0.0069331735166037805,501,1.0832656336031967,1.1734732518243363
70,70,GA,0.00035877655119068554,501,1.0189407600370246,1.0382558160842719
71,71,GA,0.0027536421557630415,501,1.0524751476712415,1.1077007229870526
72,72,GA,0.00034841787842415515,501,0.9813346145799517,0.9630322084835062
73,73,GA,0.0005025525038655945,501,0.9775823171610999,0.9556671877092603
74,74,GA,0.001318804217888289,501,0.9636863750443486,0.9286560938452897
75,75,GA,0.0018358387065931538,501,0.9571551746920861,0.9161060720977261
76,76,GA,0.0018457627695219298,501,1.0427737086477358,1.0877791593839188
77,77,GA,0.0008481000455996988,501,0.970911550769996,0.9425291620473647
78,78,GA,0.001357535478223419,501,0.9632336381482821,0.927578831035882
79,79,GA,5.3352424835655906e-05,501,0.9927050116000748,0.9854264203491414
80,80,GA,0.0013395438196668417,501,0.9634009587577795,0.9281646451961295
81,81,GA,0.007646631999015144,501,0.9125995074095247,0.8325588287761848
82,82,GA,8.718533907572637e-06,501,1.0027605773745354,1.0056335489332675
83,83,GA,0.00018826130648724317,501,0.9863064544806949,0.9727139283587122
84,84,GA,0.006172633249213079,501,0.9214338932167292,0.8490393512391481
85,85,GA,0.00019145097909089196,501,1.0138187993609022,1.0278986837754744
86,86,GA,0.003609629388997782,501,0.9399294146665305,0.8833598724050513
87,87,GA,0.000819057971108311,501,0.9713844990887452,0.9435419017671934
88,88,GA,0.0005687923486660939,501,1.0238461823410303,1.0482999841174336
89,89,GA,0.0004398199233782514,501,0.9790326485105595,0.9584613269761482
90,90,GA,8.38032101602081e-05,501,0.9908484362404569,0.9818034470344372
91,91,GA,3.256803334640773e-05,501,0.9942946736612049,0.988608750936655
92,92,GA,0.0006619792437387955,501,1.0257093942779978,1.0521800754970607
93,93,GA,0.001428243010385782,501,1.037792098624433,1.0770141486127318
94,94,GA,0.002002885989631495,501,1.0447179320628357,1.0916142344231585
95,95,GA,0.0001998739693111524,501,1.0141373864631413,1.0284837343921542
96,96,GA,0.0037279157234558556,501,1.0610358095077876,1.125637437148271
97,97,GA,0.001184193913601243,501,1.0343716062847164,1.0700915508620732
98,98,GA,0.0006653125377957854,501,0.9742212678622395,0.9490193571975891
99,99,GA,0.000583336322394918,501,0.9758476961892764,0.9522837690037638
100,100,GA,0.00337893662386172,501,0.9419174241963975,0.8869771114619818
101,101,GA,0.0011432580899969728,501,0.9661910435985793,0.9334790288209708
102,102,GA,0.006275221238356453,501,1.0791126460759746,1.1648892012945027
103,103,GA,0.00014344401485167537,501,0.9880264496630453,0.9761683175719481
104,104,GA,0.0017062998386309033,501,0.9587105383753343,0.919247559754369
105,105,GA,4.6960844458421575e-06,501,1.0021644596506032,1.0043230217169636
106,106,GA,0.00200957589035314,501,1.0448273155148584,1.0916345094360445
107,107,GA,0.0006005914159743934,501,1.0245045420359993,1.0495750841154483
108,108,GA,0.0016960293603194689,501,0.9588778426766755,0.9192231654508242
109,109,GA,0.0004411692785986781,501,0.9789960941408771,0.9584261292829523
110,110,GA,0.0033299291335579266,501,0.9423566422985007,0.888303855519255
111,111,GA,0.0010444431999519124,501,1.0322875796967868,1.0654778116758856
112,112,GA,0.00030236696345924705,501,0.9826486709265655,0.9654844656254797
113,113,GA,0.008216491593400444,501,0.9093551355305364,0.8269279402806575
114,114,GA,0.00023897305742991872,501,1.0154587532601234,1.0311562543495116
115,115,GA,0.00023488580359194494,501,0.9846761551786318,0.9696127398496338
116,116,GA,0.001262075125551199,501,0.9644748568978894,0.9302315821689138
117,117,GA,0.008638723948186353,501,0.9070561623272236,0.8227100175921328
118,118,GA,0.0010342231412103326,501,0.9678409463318655,0.9367296651452227
119,119,GA,0.00028763713032677675,501,1.0169598682276602,1.0342073570991819
120,120,GA,0.0007044826131061384,501,1.0265417935960524,1.0538006261156472
121,121,GA,1.6836704212374947e-06,501,1.0012975612216564,1.0025970362668852
122,122,GA,0.0013161024391613524,501,0.963721874247753,0.928759293539206
123,123,GA,0.00045086085478107803,501,1.0212334841555242,1.0429175968205533
124,124,GA,0.01080668168681567,501,1.1039147373273466,1.2189177309605317
125,125,GA,1.917765918105558e-06,501,1.001265060199358,1.00258805802925
126,126,GA,7.930535305038513e-06,501,1.0028126499667718,1.005647187867756
127,127,GA,0.0005308916230613414,501,0.9769592523228612,0.954461858495429
128,128,GA,2.0089444603221316e-06,501,0.9985845068648243,0.9971637210194736
129,129,GA,0.00023050204150114052,501,1.0150508119019224,1.0305275273360142
130,130,GA,0.004401501299795375,501,0.9336561887042132,0.8717137191937648
